"microorganism"	"antibiotic"
"Pseudomonas oceani"	"Cefazedone"
"Pseudomonas oceani"	"Cefazolin"
"Pseudomonas oceani"	"Cefmetazole"
"Pseudomonas oceani"	"Cefonicid"
"Pseudomonas oceani"	"Ceforanide"
"Pseudomonas oceani"	"Cefotetan"
"Pseudomonas oceani"	"Cefotiam"
"Pseudomonas oceani"	"Cefoxitin"
"Pseudomonas oceani"	"Cefprozil"
"Pseudomonas oceani"	"Cefroxadine"
"Pseudomonas oceani"	"Ceftezole"
"Pseudomonas oceani"	"Cefuroxime"
"Pseudomonas oceani"	"Cephalexin"
"Pseudomonas oceani"	"Cephalothin"
"Pseudomonas oceani"	"Cephapirin"
"Pseudomonas oceani"	"Cephradine"
"Pseudomonas oceani"	"Clarithromycin"
"Pseudomonas oceani"	"Clindamycin"
"Pseudomonas oceani"	"Cycloserine"
"Pseudomonas oceani"	"Dalbavancin"
"Pseudomonas oceani"	"Dirithromycin"
"Pseudomonas oceani"	"Erythromycin"
"Pseudomonas oceani"	"Flurithromycin"
"Pseudomonas oceani"	"Fusidic acid"
"Pseudomonas oceani"	"Josamycin"
"Pseudomonas oceani"	"Lincomycin"
"Pseudomonas oceani"	"Linezolid"
"Pseudomonas oceani"	"Loracarbef"
"Pseudomonas oceani"	"Midecamycin"
"Pseudomonas oceani"	"Miocamycin"
"Pseudomonas oceani"	"Norvancomycin"
"Pseudomonas oceani"	"Oleandomycin"
"Pseudomonas oceani"	"Oritavancin"
"Pseudomonas oceani"	"Benzylpenicillin"
"Pseudomonas oceani"	"Pirlimycin"
"Pseudomonas oceani"	"Pristinamycin"
"Pseudomonas oceani"	"Quinupristin/dalfopristin"
"Pseudomonas oceani"	"Ramoplanin"
"Pseudomonas oceani"	"Rifampicin"
"Pseudomonas oceani"	"Rokitamycin"
"Pseudomonas oceani"	"Roxithromycin"
"Pseudomonas oceani"	"Spiramycin"
"Pseudomonas oceani"	"Tedizolid"
"Pseudomonas oceani"	"Teicoplanin"
"Pseudomonas oceani"	"Teicoplanin-macromethod"
"Pseudomonas oceani"	"Telavancin"
"Pseudomonas oceani"	"Telithromycin"
"Pseudomonas oceani"	"Thiacetazone"
"Pseudomonas oceani"	"Troleandomycin"
"Pseudomonas oceani"	"Vancomycin"
"Pseudomonas oleovorans"	"Avoparcin"
"Pseudomonas oleovorans"	"Azithromycin"
"Pseudomonas oleovorans"	"Cefacetrile"
"Pseudomonas oleovorans"	"Cefaclor"
"Pseudomonas oleovorans"	"Cefadroxil"
"Pseudomonas oleovorans"	"Cefaloridine"
"Pseudomonas oleovorans"	"Cefamandole"
"Pseudomonas oleovorans"	"Cefatrizine"
"Pseudomonas oleovorans"	"Cefazedone"
"Pseudomonas oleovorans"	"Cefazolin"
"Pseudomonas oleovorans"	"Cefmetazole"
"Pseudomonas oleovorans"	"Cefonicid"
"Pseudomonas oleovorans"	"Ceforanide"
"Pseudomonas oleovorans"	"Cefotetan"
"Pseudomonas oleovorans"	"Cefotiam"
"Pseudomonas oleovorans"	"Cefoxitin"
"Pseudomonas oleovorans"	"Cefprozil"
"Pseudomonas oleovorans"	"Cefroxadine"
"Pseudomonas oleovorans"	"Ceftezole"
"Pseudomonas oleovorans"	"Cefuroxime"
"Pseudomonas oleovorans"	"Cephalexin"
"Pseudomonas oleovorans"	"Cephalothin"
"Pseudomonas oleovorans"	"Cephapirin"
"Pseudomonas oleovorans"	"Cephradine"
"Pseudomonas oleovorans"	"Clarithromycin"
"Pseudomonas oleovorans"	"Clindamycin"
"Pseudomonas oleovorans"	"Cycloserine"
"Pseudomonas oleovorans"	"Dalbavancin"
"Pseudomonas oleovorans"	"Dirithromycin"
"Pseudomonas oleovorans"	"Erythromycin"
"Pseudomonas oleovorans"	"Flurithromycin"
"Pseudomonas oleovorans"	"Fusidic acid"
"Pseudomonas oleovorans"	"Josamycin"
"Pseudomonas oleovorans"	"Lincomycin"
"Pseudomonas oleovorans"	"Linezolid"
"Pseudomonas oleovorans"	"Loracarbef"
"Pseudomonas oleovorans"	"Midecamycin"
"Pseudomonas oleovorans"	"Miocamycin"
"Pseudomonas oleovorans"	"Norvancomycin"
"Pseudomonas oleovorans"	"Oleandomycin"
"Pseudomonas oleovorans"	"Oritavancin"
"Pseudomonas oleovorans"	"Benzylpenicillin"
"Pseudomonas oleovorans"	"Pirlimycin"
"Pseudomonas oleovorans"	"Pristinamycin"
"Pseudomonas oleovorans"	"Quinupristin/dalfopristin"
"Pseudomonas oleovorans"	"Ramoplanin"
"Pseudomonas oleovorans"	"Rifampicin"
"Pseudomonas oleovorans"	"Rokitamycin"
"Pseudomonas oleovorans"	"Roxithromycin"
"Pseudomonas oleovorans"	"Spiramycin"
"Pseudomonas oleovorans"	"Tedizolid"
"Pseudomonas oleovorans"	"Teicoplanin"
"Pseudomonas oleovorans"	"Teicoplanin-macromethod"
"Pseudomonas oleovorans"	"Telavancin"
"Pseudomonas oleovorans"	"Telithromycin"
"Pseudomonas oleovorans"	"Thiacetazone"
"Pseudomonas oleovorans"	"Troleandomycin"
"Pseudomonas oleovorans"	"Vancomycin"
"Pseudomonas oleovorans lubricantis"	"Avoparcin"
"Pseudomonas oleovorans lubricantis"	"Azithromycin"
"Pseudomonas oleovorans lubricantis"	"Cefacetrile"
"Pseudomonas oleovorans lubricantis"	"Cefaclor"
"Pseudomonas oleovorans lubricantis"	"Cefadroxil"
"Pseudomonas oleovorans lubricantis"	"Cefaloridine"
"Pseudomonas oleovorans lubricantis"	"Cefamandole"
"Pseudomonas oleovorans lubricantis"	"Cefatrizine"
"Pseudomonas oleovorans lubricantis"	"Cefazedone"
"Pseudomonas oleovorans lubricantis"	"Cefazolin"
"Pseudomonas oleovorans lubricantis"	"Cefmetazole"
"Pseudomonas oleovorans lubricantis"	"Cefonicid"
"Pseudomonas oleovorans lubricantis"	"Ceforanide"
"Pseudomonas oleovorans lubricantis"	"Cefotetan"
"Pseudomonas oleovorans lubricantis"	"Cefotiam"
"Pseudomonas oleovorans lubricantis"	"Cefoxitin"
"Pseudomonas oleovorans lubricantis"	"Cefprozil"
"Pseudomonas oleovorans lubricantis"	"Cefroxadine"
"Pseudomonas oleovorans lubricantis"	"Ceftezole"
"Pseudomonas oleovorans lubricantis"	"Cefuroxime"
"Pseudomonas oleovorans lubricantis"	"Cephalexin"
"Pseudomonas oleovorans lubricantis"	"Cephalothin"
"Pseudomonas oleovorans lubricantis"	"Cephapirin"
"Pseudomonas oleovorans lubricantis"	"Cephradine"
"Pseudomonas oleovorans lubricantis"	"Clarithromycin"
"Pseudomonas oleovorans lubricantis"	"Clindamycin"
"Pseudomonas oleovorans lubricantis"	"Cycloserine"
"Pseudomonas oleovorans lubricantis"	"Dalbavancin"
"Pseudomonas oleovorans lubricantis"	"Dirithromycin"
"Pseudomonas oleovorans lubricantis"	"Erythromycin"
"Pseudomonas oleovorans lubricantis"	"Flurithromycin"
"Pseudomonas oleovorans lubricantis"	"Fusidic acid"
"Pseudomonas oleovorans lubricantis"	"Josamycin"
"Pseudomonas oleovorans lubricantis"	"Lincomycin"
"Pseudomonas oleovorans lubricantis"	"Linezolid"
"Pseudomonas oleovorans lubricantis"	"Loracarbef"
"Pseudomonas oleovorans lubricantis"	"Midecamycin"
"Pseudomonas oleovorans lubricantis"	"Miocamycin"
"Pseudomonas oleovorans lubricantis"	"Norvancomycin"
"Pseudomonas oleovorans lubricantis"	"Oleandomycin"
"Pseudomonas oleovorans lubricantis"	"Oritavancin"
"Pseudomonas oleovorans lubricantis"	"Benzylpenicillin"
"Pseudomonas oleovorans lubricantis"	"Pirlimycin"
"Pseudomonas oleovorans lubricantis"	"Pristinamycin"
"Pseudomonas oleovorans lubricantis"	"Quinupristin/dalfopristin"
"Pseudomonas oleovorans lubricantis"	"Ramoplanin"
"Pseudomonas oleovorans lubricantis"	"Rifampicin"
"Pseudomonas oleovorans lubricantis"	"Rokitamycin"
"Pseudomonas oleovorans lubricantis"	"Roxithromycin"
"Pseudomonas oleovorans lubricantis"	"Spiramycin"
"Pseudomonas oleovorans lubricantis"	"Tedizolid"
"Pseudomonas oleovorans lubricantis"	"Teicoplanin"
"Pseudomonas oleovorans lubricantis"	"Teicoplanin-macromethod"
"Pseudomonas oleovorans lubricantis"	"Telavancin"
"Pseudomonas oleovorans lubricantis"	"Telithromycin"
"Pseudomonas oleovorans lubricantis"	"Thiacetazone"
"Pseudomonas oleovorans lubricantis"	"Troleandomycin"
"Pseudomonas oleovorans lubricantis"	"Vancomycin"
"Pseudomonas orientalis"	"Avoparcin"
"Pseudomonas orientalis"	"Azithromycin"
"Pseudomonas orientalis"	"Cefacetrile"
"Pseudomonas orientalis"	"Cefaclor"
"Pseudomonas orientalis"	"Cefadroxil"
"Pseudomonas orientalis"	"Cefaloridine"
"Pseudomonas orientalis"	"Cefamandole"
"Pseudomonas orientalis"	"Cefatrizine"
"Pseudomonas orientalis"	"Cefazedone"
"Pseudomonas orientalis"	"Cefazolin"
"Pseudomonas orientalis"	"Cefmetazole"
"Pseudomonas orientalis"	"Cefonicid"
"Pseudomonas orientalis"	"Ceforanide"
"Pseudomonas orientalis"	"Cefotetan"
"Pseudomonas orientalis"	"Cefotiam"
"Pseudomonas orientalis"	"Cefoxitin"
"Pseudomonas orientalis"	"Cefprozil"
"Pseudomonas orientalis"	"Cefroxadine"
"Pseudomonas orientalis"	"Ceftezole"
"Pseudomonas orientalis"	"Cefuroxime"
"Pseudomonas orientalis"	"Cephalexin"
"Pseudomonas orientalis"	"Cephalothin"
"Pseudomonas orientalis"	"Cephapirin"
"Pseudomonas orientalis"	"Cephradine"
"Pseudomonas orientalis"	"Clarithromycin"
"Pseudomonas orientalis"	"Clindamycin"
"Pseudomonas orientalis"	"Cycloserine"
"Pseudomonas orientalis"	"Dalbavancin"
"Pseudomonas orientalis"	"Dirithromycin"
"Pseudomonas orientalis"	"Erythromycin"
"Pseudomonas orientalis"	"Flurithromycin"
"Pseudomonas orientalis"	"Fusidic acid"
"Pseudomonas orientalis"	"Josamycin"
"Pseudomonas orientalis"	"Lincomycin"
"Pseudomonas orientalis"	"Linezolid"
"Pseudomonas orientalis"	"Loracarbef"
"Pseudomonas orientalis"	"Midecamycin"
"Pseudomonas orientalis"	"Miocamycin"
"Pseudomonas orientalis"	"Norvancomycin"
"Pseudomonas orientalis"	"Oleandomycin"
"Pseudomonas orientalis"	"Oritavancin"
"Pseudomonas orientalis"	"Benzylpenicillin"
"Pseudomonas orientalis"	"Pirlimycin"
"Pseudomonas orientalis"	"Pristinamycin"
"Pseudomonas orientalis"	"Quinupristin/dalfopristin"
"Pseudomonas orientalis"	"Ramoplanin"
"Pseudomonas orientalis"	"Rifampicin"
"Pseudomonas orientalis"	"Rokitamycin"
"Pseudomonas orientalis"	"Roxithromycin"
"Pseudomonas orientalis"	"Spiramycin"
"Pseudomonas orientalis"	"Tedizolid"
"Pseudomonas orientalis"	"Teicoplanin"
"Pseudomonas orientalis"	"Teicoplanin-macromethod"
"Pseudomonas orientalis"	"Telavancin"
"Pseudomonas orientalis"	"Telithromycin"
"Pseudomonas orientalis"	"Thiacetazone"
"Pseudomonas orientalis"	"Troleandomycin"
"Pseudomonas orientalis"	"Vancomycin"
"Pseudomonas oryzihabitans"	"Avoparcin"
"Pseudomonas oryzihabitans"	"Azithromycin"
"Pseudomonas oryzihabitans"	"Cefacetrile"
"Pseudomonas oryzihabitans"	"Cefaclor"
"Pseudomonas oryzihabitans"	"Cefadroxil"
"Pseudomonas oryzihabitans"	"Cefaloridine"
"Pseudomonas oryzihabitans"	"Cefamandole"
"Pseudomonas oryzihabitans"	"Cefatrizine"
"Pseudomonas oryzihabitans"	"Cefazedone"
"Pseudomonas oryzihabitans"	"Cefazolin"
"Pseudomonas oryzihabitans"	"Cefmetazole"
"Pseudomonas oryzihabitans"	"Cefonicid"
"Pseudomonas oryzihabitans"	"Ceforanide"
"Pseudomonas oryzihabitans"	"Cefotetan"
"Pseudomonas oryzihabitans"	"Cefotiam"
"Pseudomonas oryzihabitans"	"Cefoxitin"
"Pseudomonas oryzihabitans"	"Cefprozil"
"Pseudomonas oryzihabitans"	"Cefroxadine"
"Pseudomonas oryzihabitans"	"Ceftezole"
"Pseudomonas oryzihabitans"	"Cefuroxime"
"Pseudomonas oryzihabitans"	"Cephalexin"
"Pseudomonas oryzihabitans"	"Cephalothin"
"Pseudomonas oryzihabitans"	"Cephapirin"
"Pseudomonas oryzihabitans"	"Cephradine"
"Pseudomonas oryzihabitans"	"Clarithromycin"
"Pseudomonas oryzihabitans"	"Clindamycin"
"Pseudomonas oryzihabitans"	"Cycloserine"
"Pseudomonas oryzihabitans"	"Dalbavancin"
"Pseudomonas oryzihabitans"	"Dirithromycin"
"Pseudomonas oryzihabitans"	"Erythromycin"
"Pseudomonas oryzihabitans"	"Flurithromycin"
"Pseudomonas oryzihabitans"	"Fusidic acid"
"Pseudomonas oryzihabitans"	"Josamycin"
"Pseudomonas oryzihabitans"	"Lincomycin"
"Pseudomonas oryzihabitans"	"Linezolid"
"Pseudomonas oryzihabitans"	"Loracarbef"
"Pseudomonas oryzihabitans"	"Midecamycin"
"Pseudomonas oryzihabitans"	"Miocamycin"
"Pseudomonas oryzihabitans"	"Norvancomycin"
"Pseudomonas oryzihabitans"	"Oleandomycin"
"Pseudomonas oryzihabitans"	"Oritavancin"
"Pseudomonas oryzihabitans"	"Benzylpenicillin"
"Pseudomonas oryzihabitans"	"Pirlimycin"
"Pseudomonas oryzihabitans"	"Pristinamycin"
"Pseudomonas oryzihabitans"	"Quinupristin/dalfopristin"
"Pseudomonas oryzihabitans"	"Ramoplanin"
"Pseudomonas oryzihabitans"	"Rifampicin"
"Pseudomonas oryzihabitans"	"Rokitamycin"
"Pseudomonas oryzihabitans"	"Roxithromycin"
"Pseudomonas oryzihabitans"	"Spiramycin"
"Pseudomonas oryzihabitans"	"Tedizolid"
"Pseudomonas oryzihabitans"	"Teicoplanin"
"Pseudomonas oryzihabitans"	"Teicoplanin-macromethod"
"Pseudomonas oryzihabitans"	"Telavancin"
"Pseudomonas oryzihabitans"	"Telithromycin"
"Pseudomonas oryzihabitans"	"Thiacetazone"
"Pseudomonas oryzihabitans"	"Troleandomycin"
"Pseudomonas oryzihabitans"	"Vancomycin"
"Pseudomonas otitidis"	"Avoparcin"
"Pseudomonas otitidis"	"Azithromycin"
"Pseudomonas otitidis"	"Cefacetrile"
"Pseudomonas otitidis"	"Cefaclor"
"Pseudomonas otitidis"	"Cefadroxil"
"Pseudomonas otitidis"	"Cefaloridine"
"Pseudomonas otitidis"	"Cefamandole"
"Pseudomonas otitidis"	"Cefatrizine"
"Pseudomonas otitidis"	"Cefazedone"
"Pseudomonas otitidis"	"Cefazolin"
"Pseudomonas otitidis"	"Cefmetazole"
"Pseudomonas otitidis"	"Cefonicid"
"Pseudomonas otitidis"	"Ceforanide"
"Pseudomonas otitidis"	"Cefotetan"
"Pseudomonas otitidis"	"Cefotiam"
"Pseudomonas otitidis"	"Cefoxitin"
"Pseudomonas otitidis"	"Cefprozil"
"Pseudomonas otitidis"	"Cefroxadine"
"Pseudomonas otitidis"	"Ceftezole"
"Pseudomonas otitidis"	"Cefuroxime"
"Pseudomonas otitidis"	"Cephalexin"
"Pseudomonas otitidis"	"Cephalothin"
"Pseudomonas otitidis"	"Cephapirin"
"Pseudomonas otitidis"	"Cephradine"
"Pseudomonas otitidis"	"Clarithromycin"
"Pseudomonas otitidis"	"Clindamycin"
"Pseudomonas otitidis"	"Cycloserine"
"Pseudomonas otitidis"	"Dalbavancin"
"Pseudomonas otitidis"	"Dirithromycin"
"Pseudomonas otitidis"	"Erythromycin"
"Pseudomonas otitidis"	"Flurithromycin"
"Pseudomonas otitidis"	"Fusidic acid"
"Pseudomonas otitidis"	"Josamycin"
"Pseudomonas otitidis"	"Lincomycin"
"Pseudomonas otitidis"	"Linezolid"
"Pseudomonas otitidis"	"Loracarbef"
"Pseudomonas otitidis"	"Midecamycin"
"Pseudomonas otitidis"	"Miocamycin"
"Pseudomonas otitidis"	"Norvancomycin"
"Pseudomonas otitidis"	"Oleandomycin"
"Pseudomonas otitidis"	"Oritavancin"
"Pseudomonas otitidis"	"Benzylpenicillin"
"Pseudomonas otitidis"	"Pirlimycin"
"Pseudomonas otitidis"	"Pristinamycin"
"Pseudomonas otitidis"	"Quinupristin/dalfopristin"
"Pseudomonas otitidis"	"Ramoplanin"
"Pseudomonas otitidis"	"Rifampicin"
"Pseudomonas otitidis"	"Rokitamycin"
"Pseudomonas otitidis"	"Roxithromycin"
"Pseudomonas otitidis"	"Spiramycin"
"Pseudomonas otitidis"	"Tedizolid"
"Pseudomonas otitidis"	"Teicoplanin"
"Pseudomonas otitidis"	"Teicoplanin-macromethod"
"Pseudomonas otitidis"	"Telavancin"
"Pseudomonas otitidis"	"Telithromycin"
"Pseudomonas otitidis"	"Thiacetazone"
"Pseudomonas otitidis"	"Troleandomycin"
"Pseudomonas otitidis"	"Vancomycin"
"Pseudomonas pachastrellae"	"Avoparcin"
"Pseudomonas pachastrellae"	"Azithromycin"
"Pseudomonas pachastrellae"	"Cefacetrile"
"Pseudomonas pachastrellae"	"Cefaclor"
"Pseudomonas pachastrellae"	"Cefadroxil"
"Pseudomonas pachastrellae"	"Cefaloridine"
"Pseudomonas pachastrellae"	"Cefamandole"
"Pseudomonas pachastrellae"	"Cefatrizine"
"Pseudomonas pachastrellae"	"Cefazedone"
"Pseudomonas pachastrellae"	"Cefazolin"
"Pseudomonas pachastrellae"	"Cefmetazole"
"Pseudomonas pachastrellae"	"Cefonicid"
"Pseudomonas pachastrellae"	"Ceforanide"
"Pseudomonas pachastrellae"	"Cefotetan"
"Pseudomonas pachastrellae"	"Cefotiam"
"Pseudomonas pachastrellae"	"Cefoxitin"
"Pseudomonas pachastrellae"	"Cefprozil"
"Pseudomonas pachastrellae"	"Cefroxadine"
"Pseudomonas pachastrellae"	"Ceftezole"
"Pseudomonas pachastrellae"	"Cefuroxime"
"Pseudomonas pachastrellae"	"Cephalexin"
"Pseudomonas pachastrellae"	"Cephalothin"
"Pseudomonas pachastrellae"	"Cephapirin"
"Pseudomonas pachastrellae"	"Cephradine"
"Pseudomonas pachastrellae"	"Clarithromycin"
"Pseudomonas pachastrellae"	"Clindamycin"
"Pseudomonas pachastrellae"	"Cycloserine"
"Pseudomonas pachastrellae"	"Dalbavancin"
"Pseudomonas pachastrellae"	"Dirithromycin"
"Pseudomonas pachastrellae"	"Erythromycin"
"Pseudomonas pachastrellae"	"Flurithromycin"
"Pseudomonas pachastrellae"	"Fusidic acid"
"Pseudomonas pachastrellae"	"Josamycin"
"Pseudomonas pachastrellae"	"Lincomycin"
"Pseudomonas pachastrellae"	"Linezolid"
"Pseudomonas pachastrellae"	"Loracarbef"
"Pseudomonas pachastrellae"	"Midecamycin"
"Pseudomonas pachastrellae"	"Miocamycin"
"Pseudomonas pachastrellae"	"Norvancomycin"
"Pseudomonas pachastrellae"	"Oleandomycin"
"Pseudomonas pachastrellae"	"Oritavancin"
"Pseudomonas pachastrellae"	"Benzylpenicillin"
"Pseudomonas pachastrellae"	"Pirlimycin"
"Pseudomonas pachastrellae"	"Pristinamycin"
"Pseudomonas pachastrellae"	"Quinupristin/dalfopristin"
"Pseudomonas pachastrellae"	"Ramoplanin"
"Pseudomonas pachastrellae"	"Rifampicin"
"Pseudomonas pachastrellae"	"Rokitamycin"
"Pseudomonas pachastrellae"	"Roxithromycin"
"Pseudomonas pachastrellae"	"Spiramycin"
"Pseudomonas pachastrellae"	"Tedizolid"
"Pseudomonas pachastrellae"	"Teicoplanin"
"Pseudomonas pachastrellae"	"Teicoplanin-macromethod"
"Pseudomonas pachastrellae"	"Telavancin"
"Pseudomonas pachastrellae"	"Telithromycin"
"Pseudomonas pachastrellae"	"Thiacetazone"
"Pseudomonas pachastrellae"	"Troleandomycin"
"Pseudomonas pachastrellae"	"Vancomycin"
"Pseudomonas palleroniana"	"Avoparcin"
"Pseudomonas palleroniana"	"Azithromycin"
"Pseudomonas palleroniana"	"Cefacetrile"
"Pseudomonas palleroniana"	"Cefaclor"
"Pseudomonas palleroniana"	"Cefadroxil"
"Pseudomonas palleroniana"	"Cefaloridine"
"Pseudomonas palleroniana"	"Cefamandole"
"Pseudomonas palleroniana"	"Cefatrizine"
"Pseudomonas palleroniana"	"Cefazedone"
"Pseudomonas palleroniana"	"Cefazolin"
"Pseudomonas palleroniana"	"Cefmetazole"
"Pseudomonas palleroniana"	"Cefonicid"
"Pseudomonas palleroniana"	"Ceforanide"
"Pseudomonas palleroniana"	"Cefotetan"
"Pseudomonas palleroniana"	"Cefotiam"
"Pseudomonas palleroniana"	"Cefoxitin"
"Pseudomonas palleroniana"	"Cefprozil"
"Pseudomonas palleroniana"	"Cefroxadine"
"Pseudomonas palleroniana"	"Ceftezole"
"Pseudomonas palleroniana"	"Cefuroxime"
"Pseudomonas palleroniana"	"Cephalexin"
"Pseudomonas palleroniana"	"Cephalothin"
"Pseudomonas palleroniana"	"Cephapirin"
"Pseudomonas palleroniana"	"Cephradine"
"Pseudomonas palleroniana"	"Clarithromycin"
"Pseudomonas palleroniana"	"Clindamycin"
"Pseudomonas palleroniana"	"Cycloserine"
"Pseudomonas palleroniana"	"Dalbavancin"
"Pseudomonas palleroniana"	"Dirithromycin"
"Pseudomonas palleroniana"	"Erythromycin"
"Pseudomonas palleroniana"	"Flurithromycin"
"Pseudomonas palleroniana"	"Fusidic acid"
"Pseudomonas palleroniana"	"Josamycin"
"Pseudomonas palleroniana"	"Lincomycin"
"Pseudomonas palleroniana"	"Linezolid"
"Pseudomonas palleroniana"	"Loracarbef"
"Pseudomonas palleroniana"	"Midecamycin"
"Pseudomonas palleroniana"	"Miocamycin"
"Pseudomonas palleroniana"	"Norvancomycin"
"Pseudomonas palleroniana"	"Oleandomycin"
"Pseudomonas palleroniana"	"Oritavancin"
"Pseudomonas palleroniana"	"Benzylpenicillin"
"Pseudomonas palleroniana"	"Pirlimycin"
"Pseudomonas palleroniana"	"Pristinamycin"
"Pseudomonas palleroniana"	"Quinupristin/dalfopristin"
"Pseudomonas palleroniana"	"Ramoplanin"
"Pseudomonas palleroniana"	"Rifampicin"
"Pseudomonas palleroniana"	"Rokitamycin"
"Pseudomonas palleroniana"	"Roxithromycin"
"Pseudomonas palleroniana"	"Spiramycin"
"Pseudomonas palleroniana"	"Tedizolid"
"Pseudomonas palleroniana"	"Teicoplanin"
"Pseudomonas palleroniana"	"Teicoplanin-macromethod"
"Pseudomonas palleroniana"	"Telavancin"
"Pseudomonas palleroniana"	"Telithromycin"
"Pseudomonas palleroniana"	"Thiacetazone"
"Pseudomonas palleroniana"	"Troleandomycin"
"Pseudomonas palleroniana"	"Vancomycin"
"Pseudomonas panacis"	"Avoparcin"
"Pseudomonas panacis"	"Azithromycin"
"Pseudomonas panacis"	"Cefacetrile"
"Pseudomonas panacis"	"Cefaclor"
"Pseudomonas panacis"	"Cefadroxil"
"Pseudomonas panacis"	"Cefaloridine"
"Pseudomonas panacis"	"Cefamandole"
"Pseudomonas panacis"	"Cefatrizine"
"Pseudomonas panacis"	"Cefazedone"
"Pseudomonas panacis"	"Cefazolin"
"Pseudomonas panacis"	"Cefmetazole"
"Pseudomonas panacis"	"Cefonicid"
"Pseudomonas panacis"	"Ceforanide"
"Pseudomonas panacis"	"Cefotetan"
"Pseudomonas panacis"	"Cefotiam"
"Pseudomonas panacis"	"Cefoxitin"
"Pseudomonas panacis"	"Cefprozil"
"Pseudomonas panacis"	"Cefroxadine"
"Pseudomonas panacis"	"Ceftezole"
"Pseudomonas panacis"	"Cefuroxime"
"Pseudomonas panacis"	"Cephalexin"
"Pseudomonas panacis"	"Cephalothin"
"Pseudomonas panacis"	"Cephapirin"
"Pseudomonas panacis"	"Cephradine"
"Pseudomonas panacis"	"Clarithromycin"
"Pseudomonas panacis"	"Clindamycin"
"Pseudomonas panacis"	"Cycloserine"
"Pseudomonas panacis"	"Dalbavancin"
"Pseudomonas panacis"	"Dirithromycin"
"Pseudomonas panacis"	"Erythromycin"
"Pseudomonas panacis"	"Flurithromycin"
"Pseudomonas panacis"	"Fusidic acid"
"Pseudomonas panacis"	"Josamycin"
"Pseudomonas panacis"	"Lincomycin"
"Pseudomonas panacis"	"Linezolid"
"Pseudomonas panacis"	"Loracarbef"
"Pseudomonas panacis"	"Midecamycin"
"Pseudomonas panacis"	"Miocamycin"
"Pseudomonas panacis"	"Norvancomycin"
"Pseudomonas panacis"	"Oleandomycin"
"Pseudomonas panacis"	"Oritavancin"
"Pseudomonas panacis"	"Benzylpenicillin"
"Pseudomonas panacis"	"Pirlimycin"
"Pseudomonas panacis"	"Pristinamycin"
"Pseudomonas panacis"	"Quinupristin/dalfopristin"
"Pseudomonas panacis"	"Ramoplanin"
"Pseudomonas panacis"	"Rifampicin"
"Pseudomonas panacis"	"Rokitamycin"
"Pseudomonas panacis"	"Roxithromycin"
"Pseudomonas panacis"	"Spiramycin"
"Pseudomonas panacis"	"Tedizolid"
"Pseudomonas panacis"	"Teicoplanin"
"Pseudomonas panacis"	"Teicoplanin-macromethod"
"Pseudomonas panacis"	"Telavancin"
"Pseudomonas panacis"	"Telithromycin"
"Pseudomonas panacis"	"Thiacetazone"
"Pseudomonas panacis"	"Troleandomycin"
"Pseudomonas panacis"	"Vancomycin"
"Pseudomonas panipatensis"	"Avoparcin"
"Pseudomonas panipatensis"	"Azithromycin"
"Pseudomonas panipatensis"	"Cefacetrile"
"Pseudomonas panipatensis"	"Cefaclor"
"Pseudomonas panipatensis"	"Cefadroxil"
"Pseudomonas panipatensis"	"Cefaloridine"
"Pseudomonas panipatensis"	"Cefamandole"
"Pseudomonas panipatensis"	"Cefatrizine"
"Pseudomonas panipatensis"	"Cefazedone"
"Pseudomonas panipatensis"	"Cefazolin"
"Pseudomonas panipatensis"	"Cefmetazole"
"Pseudomonas panipatensis"	"Cefonicid"
"Pseudomonas panipatensis"	"Ceforanide"
"Pseudomonas panipatensis"	"Cefotetan"
"Pseudomonas panipatensis"	"Cefotiam"
"Pseudomonas panipatensis"	"Cefoxitin"
"Pseudomonas panipatensis"	"Cefprozil"
"Pseudomonas panipatensis"	"Cefroxadine"
"Pseudomonas panipatensis"	"Ceftezole"
"Pseudomonas panipatensis"	"Cefuroxime"
"Pseudomonas panipatensis"	"Cephalexin"
"Pseudomonas panipatensis"	"Cephalothin"
"Pseudomonas panipatensis"	"Cephapirin"
"Pseudomonas panipatensis"	"Cephradine"
"Pseudomonas panipatensis"	"Clarithromycin"
"Pseudomonas panipatensis"	"Clindamycin"
"Pseudomonas panipatensis"	"Cycloserine"
"Pseudomonas panipatensis"	"Dalbavancin"
"Pseudomonas panipatensis"	"Dirithromycin"
"Pseudomonas panipatensis"	"Erythromycin"
"Pseudomonas panipatensis"	"Flurithromycin"
"Pseudomonas panipatensis"	"Fusidic acid"
"Pseudomonas panipatensis"	"Josamycin"
"Pseudomonas panipatensis"	"Lincomycin"
"Pseudomonas panipatensis"	"Linezolid"
"Pseudomonas panipatensis"	"Loracarbef"
"Pseudomonas panipatensis"	"Midecamycin"
"Pseudomonas panipatensis"	"Miocamycin"
"Pseudomonas panipatensis"	"Norvancomycin"
"Pseudomonas panipatensis"	"Oleandomycin"
"Pseudomonas panipatensis"	"Oritavancin"
"Pseudomonas panipatensis"	"Benzylpenicillin"
"Pseudomonas panipatensis"	"Pirlimycin"
"Pseudomonas panipatensis"	"Pristinamycin"
"Pseudomonas panipatensis"	"Quinupristin/dalfopristin"
"Pseudomonas panipatensis"	"Ramoplanin"
"Pseudomonas panipatensis"	"Rifampicin"
"Pseudomonas panipatensis"	"Rokitamycin"
"Pseudomonas panipatensis"	"Roxithromycin"
