"guideline"	"type"	"host"	"method"	"site"	"mo"	"rank_index"	"ab"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"	"is_SDD"
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"GEH"	"Table 2D"	"120 mcg"	10	6	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"GEH"	"Table 2D"		512	560	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"GEN"	"Table 2D"		512	560	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"LNZ"	"Table 2D"	"30 mcg"	23	20	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"LNZ"	"Table 2D"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"LVX"	"Table 2D"	"5 mcg"	17	13	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"LVX"	"Table 2D"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"MNO"	"Table 2D"	"30 mcg"	19	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"MNO"	"Table 2D"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"NIT"	"Table 2D"	"300 mcg"	17	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"NIT"	"Table 2D"		32	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"NOR"	"Table 2D"	"10 mcg"	17	12	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"NOR"	"Table 2D"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"PEN"	"Table 2D"	"10 units"	15	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"PEN"	"Table 2D"		8	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"QDA"	"Table 2D"	"15 mcg"	19	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"QDA"	"Table 2D"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"RIF"	"Table 2D"	"5 mcg"	20	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"RIF"	"Table 2D"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"STH"	"Table 2D"	"300 mcg"	10	6	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"STH"	"Table 2D"		1024	2048	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"STR"	"Table 2D"		1024	2048	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"TCY"	"Table 2D"	"30 mcg"	19	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"TCY"	"Table 2D"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"TEC"	"Table 2D"	"30 mcg"	14	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"TEC"	"Table 2D"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_ENTRC"	3	"VAN"	"Table 2D"	"30 mcg"	17	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ENTRC"	3	"VAN"	"Table 2D"		4	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"AMP"	"M45 Table 6"		0.25		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"CIP"	"M45 Table 6"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"CLI"	"M45 Table 6"		0.25	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"CRO"	"M45 Table 6"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"CTX"	"M45 Table 6"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"ERY"	"M45 Table 6"		0.25	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"FEP"	"M45 Table 6"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"GAT"	"M45 Table 6"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"IPM"	"M45 Table 6"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"LVX"	"M45 Table 6"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"MEM"	"M45 Table 6"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_ERYSP_RHSP"	2	"PEN"	"M45 Table 6"		0.125		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_FRNCS_TLRN"	2	"CHL"	"M45 Table 16"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_FRNCS_TLRN"	2	"CIP"	"M45 Table 16"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_FRNCS_TLRN"	2	"DOX"	"M45 Table 16"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_FRNCS_TLRN"	2	"GEN"	"M45 Table 16"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_FRNCS_TLRN"	2	"LVX"	"M45 Table 16"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_FRNCS_TLRN"	2	"STR"	"M45 Table 16"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_FRNCS_TLRN"	2	"TCY"	"M45 Table 16"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"AMK"	"Table 2B-5"		16	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"ATM"	"Table 2B-5"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CAZ"	"Table 2B-5"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CFP"	"Table 2B-5"		16	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CHL"	"Table 2B-5"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CIP"	"Table 2B-5"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"COL"	"Table 2B-5"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CRB"	"Table 2B-5"		16	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CRO"	"Table 2B-5"		8	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CTX"	"Table 2B-5"		8	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"CZX"	"Table 2B-5"		8	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"DOX"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"FEP"	"Table 2B-5"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"GAT"	"Table 2B-5"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"GEN"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"IPM"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"LOM"	"Table 2B-5"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"LTM"	"Table 2B-5"		8	64	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"LVX"	"Table 2B-5"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"MEM"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"MEZ"	"Table 2B-5"		16	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"MNO"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"NET"	"Table 2B-5"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"NOR"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"OFX"	"Table 2B-5"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"PIP"	"Table 2B-5"		16	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"PLB"	"Table 2B-5"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"SMX"	"Table 2B-5"		256	512	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"SOX"	"Table 2B-5"		256	512	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"SSS"	"Table 2B-5"		256	512	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"SXT"	"Table 2B-5"		2	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"TCC"	"Table 2B-5"		16	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"TCY"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"TIC"	"Table 2B-5"		16	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"TOB"	"Table 2B-5"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRAMN"	1	"TZP"	"Table 2B-5"		16	128	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"AMP"	"M45 Table 1"		0.25	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"CHL"	"M45 Table 1"		4	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"CIP"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"CLI"	"M45 Table 1"		0.25	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"CRO"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"CTX"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"ERY"	"M45 Table 1"		0.25	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"FEP"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"GAT"	"M45 Table 1"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"IPM"	"M45 Table 1"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"LVX"	"M45 Table 1"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"MEM"	"M45 Table 1"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"PEN"	"M45 Table 1"		0.125	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_GRNLC"	3	"VAN"	"M45 Table 1"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HLCBCT_PYLR"	2	"CLR"	"M45 Table 8"		0.25	1	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"AMC"	"Table 2E"	"20 mcg/10 mcg"	20	19	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"AMC"	"Table 2E"		4	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"AMP"	"Table 2E"	"10 mcg"	22	18	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"AMP"	"Table 2E"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"ATM"	"Table 2E"	"30 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"ATM"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"AZM"	"Table 2E"	"15 mcg"	12		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"AZM"	"Table 2E"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CAT"	"Table 2E"	"10 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CAT"	"Table 2E"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CAZ"	"Table 2E"	"30 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CAZ"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CDR"	"Table 2E"	"5 mcg"	20		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CDR"	"Table 2E"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CEC"	"Table 2E"	"30 mcg"	20	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CEC"	"Table 2E"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CFM"	"Table 2E"	"5 mcg"	21		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CFM"	"Table 2E"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CHL"	"Table 2E"	"30 mcg"	29	25	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CHL"	"Table 2E"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CID"	"Table 2E"	"30 mcg"	20	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CID"	"Table 2E"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CIP"	"Table 2E"	"5 mcg"	21		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CIP"	"Table 2E"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CLR"	"Table 2E"	"15 mcg"	13	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CLR"	"Table 2E"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CPD"	"Table 2E"	"10 mcg"	21		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CPD"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CPR"	"Table 2E"	"30 mcg"	18	14	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CPR"	"Table 2E"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CRO"	"Table 2E"	"30 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CRO"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CTB"	"Table 2E"	"30 mcg"	28		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CTB"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CTX"	"Table 2E"	"30 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CTX"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CXA"	"Table 2E"	"30 mcg"	20	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CXA"	"Table 2E"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"	"Oral"	"B_HMPHL"	3	"CXM"	"Table 2E"	"30 mcg"	20	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CXM"	"Table 2E"	"30 mcg"	20	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"	"Oral"	"B_HMPHL"	3	"CXM"	"Table 2E"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CXM"	"Table 2E"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"CZX"	"Table 2E"	"30 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"CZX"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"DOR"	"Table 2E"	"10 mcg"	16		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"DOR"	"Table 2E"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"ETP"	"Table 2E"	"10 mcg"	19		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"ETP"	"Table 2E"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"FEP"	"Table 2E"	"30 mcg"	26		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"FEP"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"FLE"	"Table 2E"	"5 mcg"	19		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"FLE"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"GAT"	"Table 2E"	"5 mcg"	18		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"GAT"	"Table 2E"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"GEM"	"Table 2E"	"5 mcg"	18		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"GEM"	"Table 2E"		0.125		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"GRX"	"Table 2E"	"5 mcg"	24		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"GRX"	"Table 2E"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"IPM"	"Table 2E"	"10 mcg"	16		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"IPM"	"Table 2E"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"LOM"	"Table 2E"	"10 mcg"	22		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"LOM"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"LOR"	"Table 2E"	"30 mcg"	19	15	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"LOR"	"Table 2E"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"LVX"	"Table 2E"	"5 mcg"	17		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"LVX"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"MAN"	"Table 2E"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"MEM"	"Table 2E"	"10 mcg"	20		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"MEM"	"Table 2E"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"MFX"	"Table 2E"	"5 mcg"	18		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"MFX"	"Table 2E"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"OFX"	"Table 2E"	"5 mcg"	16		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"OFX"	"Table 2E"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"RIF"	"Table 2E"	"5 mcg"	20	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"RIF"	"Table 2E"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"SAM"	"Table 2E"	"10 mcg/10 mcg"	20	19	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"SAM"	"Table 2E"		2	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"SPX"	"Table 2E"		0.25		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"SXT"	"Table 2E"	"1.25 mcg/23.75 mcg"	15	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"SXT"	"Table 2E"		0.5	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"TCY"	"Table 2E"	"30 mcg"	29	25	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"TCY"	"Table 2E"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"TLT"	"Table 2E"	"15 mcg"	15	11	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"TLT"	"Table 2E"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"TVA"	"Table 2E"	"10 mcg"	22		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"TVA"	"Table 2E"		1		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL"	3	"TZP"	"Table 2E"	"100 mcg/10 mcg"	21		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL"	3	"TZP"	"Table 2E"		1	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HMPHL_INFL"	2	"CPT"	"Table 2E"	"30 mcg"	30		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HMPHL_INFL"	2	"CPT"	"Table 2E"		0.5		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HSTPH_SOMN"	2	"ENR"	"Vet Table"	"5 mcg"	21	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_HSTPH_SOMN"	2	"ENR"	"Vet Table"		0.25	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"DISK"		"B_HSTPH_SOMN"	2	"SPT"	"Vet Table"	"100 mcg"	14	10	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"AZM"	"M45 Table 7"		4		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"CHL"	"M45 Table 7"		4	16	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"CIP"	"M45 Table 7"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"CLR"	"M45 Table 7"		8	32	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"CRO"	"M45 Table 7"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"CTX"	"M45 Table 7"		2		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"IPM"	"M45 Table 7"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"LVX"	"M45 Table 7"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"MEM"	"M45 Table 7"		0.5	2	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"PEN"	"M45 Table 7"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"RIF"	"M45 Table 7"		1	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"SXT"	"M45 Table 7"		0.5	4	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_KGLLA"	3	"TCY"	"M45 Table 7"		2	8	FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCNST"	3	"AMP"	"M45 Table 10"		8		FALSE	FALSE
"CLSI 2015"	"human"	"human"	"MIC"		"B_LCNST"	3	"CHL"	"M45 Table 10"		8	32	FALSE	FALSE
