"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Oxygen tolerance"
150894,,"CCUG 42643",0,"Peptoniphilus asaccharolyticus",anaerobe
151398,,"CCUG 44041 A",0,"Peptoniphilus asaccharolyticus",anaerobe
151462,,"CCUG 44107 A",0,"Peptoniphilus asaccharolyticus",anaerobe
,,,,,microaerophile
132525,M6.X2D,"DSM 29874, CCUG 66798",1,"Peptoniphilus catoniae",anaerobe
,,,,,"obligate anaerobe"
155907,,"CCUG 59622, JCM 16892, ATCC BAA 2106, KCTC 15410",1,"Peptoniphilus coxii",anaerobe
155008,,"CCUG 56065, ATCC BAA 1640, KCTC 15408, WAL 18896",1,"Peptoniphilus duerdenii",anaerobe
18004,,"JCM 15634, KCTC 5947, DSM 21461, ATCC BAA 1383, CCUG 53341, WAL 10418",1,"Peptoniphilus gorbachii",anaerobe
23451,ph5,"DSM 25475, CSUR P184, KCTC 15413",0,"Peptoniphilus grossensis","obligate anaerobe"
17999,"SBH 432","CCUG 38491, DSM 10020, ATCC BAA 601, CIP 105323",1,"Peptoniphilus harei",anaerobe
18000,"SBH 064","DSM 10021, CIP 105324",0,"Peptoniphilus harei",anaerobe
17997,R13,"DSM 20464, ATCC 29427, CCM 5987",1,"Peptoniphilus indolicus",anaerobe
18001,"SBH 093","DSM 10022, ATCC BAA 602, CIP 105325, CCUG 38492, NCTC 13078, KCTC 15407",1,"Peptoniphilus ivorii",anaerobe
18002,"SBH 415","DSM 10023, CIP 105326",0,"Peptoniphilus ivorii",anaerobe
18006,"(WAL 2037I","DSM 22616, ATCC BAA 1638, CCUG 56067, WAL 18898",1,"Peptoniphilus koenoeneniae",anaerobe
,,,,,"obligate anaerobe"
17998,,"DSM 7455, ATCC 51171, JCM 8139, CCUG 31350, GIFU 7667, CIP 103724, NCTC 13149",1,"Peptoniphilus lacrimalis",anaerobe
152041,,"CCUG 45625",0,"Peptoniphilus lacrimalis",anaerobe
152585,,"CCUG 47146",0,"Peptoniphilus lacrimalis",anaerobe
155860,,"CCUG 59481",0,"Peptoniphilus lacrimalis",anaerobe
156178,,"CCUG 60630",0,"Peptoniphilus massiliensis",anaerobe
18005,,"DSM 22461, KCTC 15197, NRRL B-23883",1,"Peptoniphilus methioninivorax",anaerobe
23452,ph1,"DSM 25489, CSUR P187",1,"Peptoniphilus obesi","obligate anaerobe"
18003,,"DSM 21460, ATCC BAA 1384, CCUG 53342, WAL 12922, JCM 15635, KCTC 5948",1,"Peptoniphilus olsenii",anaerobe
152586,,"CCUG 47150",0,"Peptoniphilus olsenii",anaerobe
23453,JC140,"DSM 25694, CSUR P154, KCTC 15414",1,"Peptoniphilus tyrrelliae",anaerobe
,,,,,"obligate anaerobe"
11846,06239,"DSM 20364",0,"Peptoniphilus sp.",anaerobe
17995,,"CCUG 12549, DSM 3032, ATCC 29743, WAL 3218",0,"Peptoniphilus sp.",anaerobe
151458,,"CCUG 44102 A",0,"Peptoniphilus sp.",anaerobe
152372,,"CCUG 46555",0,"Peptoniphilus sp.",anaerobe
152534,,"CCUG 47015",0,"Peptoniphilus sp.",anaerobe
152967,,"CCUG 48151",0,"Peptoniphilus sp.",anaerobe
155864,,"CCUG 59485",0,"Peptoniphilus sp.",anaerobe
130836,SF-S1,"DSM 27563, KCTC 15513, NBRC 109839, CCUG 64570",1,"Peptoniphilus stercorisuis",anaerobe
24765,JC401,"DSM 25367, CSUR P165, KCTC 15412",1,"Peptoniphilus timonensis",anaerobe
155906,,"CCUG 59621, JCM 16893, ATCC BAA 2105, KCTC 15411",1,"Peptoniphilus tyrrelliae",anaerobe
11843,4372,"DSM 2949, ATCC 27337, BCRC 10722, CCUG 7835, CIP 104411, KCTC 5182, KCTC 5973, LMG 15865, NCTC 11460, VTT E-022078, VPI 4330",1,"Peptostreptococcus anaerobius",anaerobe
11844,4526,"DSM 20357, JCM 1769",0,"Peptostreptococcus anaerobius",anaerobe
152383,,"CCUG 46594, CCM 3790",0,"Peptostreptococcus anaerobius",anaerobe
23187,"Theo 5","DSM 27025, CCUG 57081, JCM 19103, KCTC 15366",1,"Peptostreptococcus canis",anaerobe
,,,,,"obligate anaerobe"
155253,,"CCUG 57081 T, JCM 19103, KCTC 15366",0,"Peptostreptococcus canis",anaerobe
155320,,"CCUG 57314",0,"Peptostreptococcus canis",anaerobe
11848,RT-10B,"DSM 23041, CCUG 58235, NRRL B-59380",1,"Peptostreptococcus russellii",anaerobe
155581,,"CCUG 58234",0,"Peptostreptococcus russellii",anaerobe
11845,9succ1,"DSM 9536",0,"Peptostreptococcus sp.",anaerobe
149891,,"CCUG 38623 A",0,"Peptostreptococcus sp.",anaerobe
151440,,"CCUG 44084",0,"Peptostreptococcus sp.",anaerobe
11847,W2278,"DSM 17678, CCUG 51858, JCM 15636",1,"Peptostreptococcus stomatis",anaerobe
153359,,"CCUG 49327",0,"Peptostreptococcus stomatis",anaerobe
156797,,"CCUG 65341",0,"Peptostreptococcus stomatis",anaerobe
134235,Shu-F-UV2-2,"MBIC 06993, IAM 15413, KCTC 12867, JCM 23194, NBRC 104244",1,"Perexilibacter aurantiacus",aerobe
158416,L28,"DSM 104296, MCCC 1K03287",1,"Peribacillus acanthi",aerobe
158068,T3-209,"DSM 29135, KCTC 33631, MCCC 1K00503",1,"Peribacillus alkalitolerans",aerobe
1271,K9,"DSM 18926, LMG 23974",1,"Peribacillus butanolivorans",aerobe
140140,L5,"DSM 105484, CCTCC AB 2015055, KCTC 33637",1,"Peribacillus cavernae",aerobe
,,,,,"obligate aerobe"
140045,ZLD-8,"DSM 105482, CCTCC AB 207173, KCTC 13246",1,"Peribacillus deserti",aerobe
1846,"WS 1085, 6720","DSM 8801, ATCC 25097, CCUG 43489, CIP 67.20, JCM 11681",1,"Peribacillus frigoritolerans",aerobe
1279,BT080,"DSM 17871, KCTC 13934, BCRC 80031",1,"Peribacillus kribbensis",aerobe
132573,FJAT-27997,"DSM 101776, CCTCC AB 2015285",1,"Peribacillus loiseleuriae",aerobe
1227,R-8192,"DSM 16288, LMG 22038, CCUG 54935, LMG 20238",1,"Peribacillus muralis",aerobe
6860,2L24P13,"DSM 22752, JCM 18047, LMG 25373",1,"Periweissella beninensis",anaerobe
,,,,,microaerophile
24150,M75,"DSM 28407, CCUG 61472, LMG 26217",1,"Periweissella fabalis",aerobe
,,,,,"facultative anaerobe"
,,,,,microaerophile
6859,"257, KDB-2008","DSM 21416, LMG 24289",1,"Periweissella fabaria","facultative anaerobe"
,,,,,microaerophile
6858,215,"DSM 19935, LMG 24286",1,"Periweissella ghanensis","facultative anaerobe"
,,,,,microaerophile
140543,BK296,"KCTC 52162, JCM 31377",1,"Perlucidibaca aquatica",aerobe
8209,,"DSM 21586, KCCM 42363, NBRC 102354, IMCC 1704",1,"Perlucidibaca piscinae","facultative aerobe"
17212,YM20-087,"DSM 22463, KCTC 22039, MBIC 08313",1,"Persicirhabdus sediminis",aerobe
134231,Shu-9-SY12-35C,"MBIC 07417, IAM 15412, KCTC 12866, JCM 23195, CIP 109672, NBRC 103568",1,"Persicitalea jodogahamensis",aerobe
133569,Asr22-19,"NBRC 101262, CIP 109100",1,"Persicobacter psychrovividus","facultative anaerobe"
132467,ING2-E5A,"DSM 28695, CECT 8611",1,"Petrimonas mucosa",anaerobe
,,,,,"facultative anaerobe"
12503,BN3,"DSM 16547, JCM 12565, CIP 108780",1,"Petrimonas sulfuriphila",anaerobe
141042,ANA,"NBRC 112621, DSM 105015",1,"Petrothermobacter organivorans","obligate anaerobe"
17051,MET-B,"DSM 16923, CCUG 50214",1,"Petrotoga halophila",anaerobe
17048,,"DSM 14811, CIP 107371, MET met12, MET 12",1,"Petrotoga mexicana",aerobe
,,,,,anaerobe
17047,42-6,"DSM 10691, ATCC 51224",1,"Petrotoga miotherma",anaerobe
17045,SJ95,"DSM 10674",1,"Petrotoga mobilis",anaerobe
17046,"TBD 7213","DSM 13781",0,"Petrotoga mobilis",anaerobe
17049,SL24,"DSM 13574, JCM 11234",1,"Petrotoga olearia",anaerobe
17050,SL25,"DSM 13575, JCM 11235",1,"Petrotoga sibirica",anaerobe
13731,T5,"DSM 16374, CIP 109289, LMG 22475",1,"Phaeobacter inhibens",aerobe
13848,,"DSM 26436, CCUG 55857, LMG 24365",1,"Phaeobacter italicus",aerobe
158275,27-4,"DSM 103509, LMG 29708",1,"Phaeobacter piscinae",aerobe
140086,P97,"DSM 103148, LMG 29594",1,"Phaeobacter porticola",aerobe
133546,JA418,"KCTC 5717, NBRC 105221",1,"Phaeochromatium fluminis",anaerobe
133692,PG2S01,"CCTCC AB 209288, LMG 25704, MCCC 1F01079, JCM 33360",1,"Phaeocystidibacter luteus",aerobe
158187,,"DSM 105012, KCTC 42180, MCCC 1F01222, GYP 20",0,"Phaeodactylibacter luteus",aerobe
133507,JA145,"JCM 14933, KCTC 5703, NBRC 104961, KCTC 15629",1,"Phaeospirillum chandramohanii",anaerobe
13955,3660,"DSM 119, Pfennig 3660",0,"Magnetospirillum sp.",anaerobe
14003,2160,"DSM 121, Pfennig 2160",0,"Magnetospirillum sp.",anaerobe
133722,JA492,"NBRC 107650, KCTC 15012, KCTC 15648",1,"Phaeospirillum tilakii",anaerobe
14026,JA480,"DSM 23193, KCTC 5825, NBRC 106163",1,"Phaeovibrio sulfidiphilus",anaerobe
100,"QUM 3679","DSM 14760, ACM 3679",1,"Phascolarctobacterium faecium",anaerobe
101,"QUM 3680","DSM 14761, ACM 3680",0,"Phascolarctobacterium faecium",anaerobe
102,"QUM 3681","DSM 14762, ACM 3681",0,"Phascolarctobacterium faecium",anaerobe
17791,"SBKo 001","DSM 21295, NCCB 100230",1,"Phaselicystis flava",aerobe
23016,,"DSM 27043, ATCC 12775, CFBP 3281, ICMP 745, LMG 2187, NCPPB 539, CCUG 32859",1,"Phaseolibacter flectens","facultative anaerobe"
140629,W2-3-4,"LMG 28593, KACC 18306",1,"Phenylobacterium aquaticum","obligate aerobe"
2348,4T-6,"DSM 19425, KACC 12597",1,"Phenylobacterium composti",aerobe
2346,,"DSM 21794, CCUG 55074, LMG 24262, FWC 21",1,"Phenylobacterium conjunctum",aerobe
158279,,"DSM 103871, CCTCC AB 2016297, YIM 73061, NCCP 697",1,"Phenylobacterium deserti",aerobe
158580,HKS-05,"KACC 18628, LMG 30081",1,"Phenylobacterium hankyongense",aerobe
2339,E,"DSM 1986, ATCC 35973, NCIB 12055",1,"Phenylobacterium immobile",aerobe
2343,Slu-01,"DSM 17809, IAM 15119, JCM 21577, KCTC 12206, NBRC 102285",1,"Phenylobacterium koreense",aerobe
2342,FaiI3,"DSM 14363, ATCC BAA 294",1,"Phenylobacterium lituiforme","facultative anaerobe"
2349,A8,"DSM 26616, KACC 15042, LMG 25973",1,"Phenylobacterium muchangponense",aerobe
140825,,"KCTC 42749, JCM 31045, DCY 109",1,"Phenylobacterium panacis",aerobe
166483,LX32,"KCTC 62522, CCTCC AB 2018055",1,"Phenylobacterium soli","facultative anaerobe"
18135,7401987,"DSM 21584, CCUG 55929, CSUR P22, JCM 16570",1,"Phocaeicola abscessus",anaerobe
1614,BL2,"DSM 18169, JCM 13652, CCUG 54636",1,"Phocaeicola barnesiae",anaerobe
1608,M16,"DSM 17136, JCM 12979, CCUG 54635",1,"Phocaeicola coprocola",anaerobe
1622,,"CCUG 55424, CB 42, DSM 18228, JCM 13818",1,"Phocaeicola coprophilus",aerobe
,,,,,anaerobe
1612,175,"DSM 17855, JCM 13471, CCUG 53892",1,"Phocaeicola dorei",anaerobe
1611,B84634,"DSM 17679, CCUG 48901, CIP 107942, JCM 13223",1,"Phocaeicola massiliensis",anaerobe
1625,WK042,"DSM 21004, JCM 15092",1,"Phocaeicola paurosaccharolyticus",anaerobe
1607,M12,"CCUG 54634, DSM 17135, JCM 12973",1,"Phocaeicola plebeius",anaerobe
1615,BL78,"CCUG 60908, DSM 18170, JCM 13657",1,"Phocaeicola salanitronis",anaerobe
1627,"A-C2-0, AC20","DSM 21941, CCUG 57211, JCM 17136",1,"Phocaeicola sartorii",anaerobe
1601,,"DSM 1447, ATCC 8482, CCUG 4940, JCM 5826, BCRC 12903, CIP 103714, IAM 14520, IFO 14291, LMG 7956, NBRC 14291, NCTC 11154",1,"Phocaeicola vulgatus",anaerobe
1588,"mprl 1840, MPRL 1840/MH4","DSM 9670",0,"Phocaeicola vulgatus",anaerobe
1602,,"CCUG 12546, KCTC 2639, DSM 3289, ATCC 29327, WAL 1887",0,"Phocaeicola vulgatus",anaerobe
130883,39a-cc-B-5824-ARE,"DSM 28735",0,"Phocaeicola vulgatus",anaerobe
17648,"EPRHB-8, HB-8","DSM 24425, JCM 17384",1,"Phorcysia thermohydrogeniphila",anaerobe
140486,P03D4,"KCTC 52365, MCCC 1K03200, CGMCC 1.15764, JCM 31445",1,"Photobacterium alginatilyticum",aerobe
,,,,,"facultative aerobe"
17240,M46,"DSM 25995, CECT 7614, KCTC 23057",1,"Photobacterium aphoticum",aerobe
134148,GMD509,"KCTC 12383, JCM 12948",1,"Photobacterium aplysiae","facultative anaerobe"
17237,LC2-065,"DSM 23343, KCTC 22356, NBRC 104633, JCM 17429, CCTCC AB 2010382, DSM 24197",1,"Photobacterium aquimaris",aerobe
164329,,"JCM 32689, KCTC 62619, MCCC 1K03517, BEI 247",1,"Photobacterium chitinilyticum","facultative aerobe"
17223,,"DSM 7482, ATCC 33539, CCUG 13626, KCTC 12323, LMG 7892, CDC 2588-80",1,"Photobacterium damselae",aerobe
17232,SL13,"DSM 21158, JCM 12947, KCTC 12384, CIP 108964",1,"Photobacterium frigidiphilum","facultative anaerobe"
23340,Gung47,"DSM 26887, CCUG 58399, KCTC 22804",1,"Photobacterium gaetbulicola",aerobe
17233,FR1311,"DSM 22954, IMSNU 60287, JCM 12487, KCTC 12328, CIP 109254, DSM 22358, NCIMB 14495",1,"Photobacterium ganghwense",aerobe
,,,,,"facultative anaerobe"
17226,"MACL 01","DSM 18316, CECT 5860, LMG 22194",1,"Photobacterium halotolerans","facultative anaerobe"
130749,R-2567,"DSM 100339, CAIM 1817, LMG 25436, UFRJ R-789",1,"Photobacterium jeanii","facultative anaerobe"
17234,DF-42,"DSM 21778, JCM 13586, KCTC 12723, CAIM 1851, CECT 7642, CIP 109547, LMG 25278",1,"Photobacterium lutimaris",aerobe
,,,,,anaerobe
143014,,"CCUG 16288, ATCC 35081",0,"Photobacterium phosphoreum",aerobe
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,"Photobacterium proteolyticum",aerobe
,,,,,"facultative anaerobe"
163887,,"JCM 30852, ACCC 19961, LAM 9072",1,"Photobacterium salinisoli",aerobe
155517,,"CCUG 57960",0,"Photobacterium sp.",aerobe
17239,Mj283,"DSM 24669, CECT 7576, CAIM 1393",1,"Photobacterium swingsii","facultative anaerobe"
158680,H01100410B,"CECT 9189, LMG 29991",1,"Photobacterium toruni","facultative anaerobe"
5048,3107,"DSM 19724, NCAIM B 02271",1,"Photorhabdus cinerea",aerobe
159733,S-12,"KACC 18497, JCM 31612",1,"Phreatobacter cathodiphilus",aerobe
24753,PI_21,"DSM 25521, KCTC 52181, NCAIM B 02510",1,"Phreatobacter oligotrophus",aerobe
140727,YC6-17,"KCTC 52518, DSM 103734",1,"Phreatobacter stygius","obligate aerobe"
6298,Lp2,"DSM 14184, JCM 11141, CCUG 46560, CIP 107623, IAM 14965, NBRC 103079, KCTC 39572, NCIMB 14348",1,"Phycicoccus elongatus",aerobe
132430,JP6SC6,"DSM 100020, CGMCC 4.7300, JCM 31784",1,"Phycicoccus endophyticus",aerobe
133241,,"DCY 87, KCTC 39635, JCM 31016",1,"Phycicoccus ginsengisoli",aerobe
134109,,"CECT 5680, LMG 22520, CSC 19",1,"Phyllobacterium catacumbae",aerobe
133801,PEPV15,"LMG 26470, CECT 7949",1,"Phyllobacterium endophyticum",aerobe
148169,,"CCUG 34964, LMG 1, CIP 108235",0,"Phyllobacterium myrsinacearum",aerobe
153955,,"CCUG 51764",0,"Phyllobacterium myrsinacearum",aerobe
156835,,"CCUG 65979",0,"Phyllobacterium myrsinacearum",aerobe
156868,,"CCUG 66194",0,"Phyllobacterium myrsinacearum",aerobe
158644,LLAN61,"LMG 30173, CECT 9417",1,"Phyllobacterium salinisoli",aerobe
11876,PETP02,"DSM 17315, CECT 7015, LMG 22712",1,"Phyllobacterium trifolii",aerobe
132519,,"DSM 101529, CGMCC 4.7225, KCTC 39701, EGI 80629, JCM 32495",1,"Phytoactinopolyspora alkaliphila",aerobe
131400,,"DSM 46804, CPCC 204078, KCTC 29657, EGI 60009, JCM 31493",1,"Phytoactinopolyspora endophytica",aerobe
155260,,"CCUG 57129",0,"Phytobacter diazotrophicus",aerobe
157135,,"CCUG 69697",0,"Phytobacter sp.",aerobe
158583,,"CNCTC 5729, ATCC 27989",1,"Phytobacter ursingii","facultative anaerobe"
156513,,"CCUG 62284 B",0,"Phytobacter ursingii",aerobe
156960,,"CCUG 67399",0,"Phytobacter ursingii",aerobe
23123,K09-0627,"DSM 45551, JCM 17387, NBRC 107702",1,"Phytohabitans flavus",aerobe
23124,K11-0057,"DSM 45864, BCC 48147, JCM 17830, NBRC 108639",1,"Phytohabitans houttuyneae",aerobe
23125,K11-0047,"DSM 45865, BCC 48146, JCM 17829, NBRC 108638",1,"Phytohabitans rumicis",aerobe
8050,K07-0523,"DSM 45306, BCC 55028, JCM 31213, NBRC 105367, TBRC 2211",1,"Phytohabitans suffuscus",aerobe
166099,R4HLG17,"ACCC 19929, KCTC 52415",1,"Phytohalomonas tamaricis",aerobe
141030,SAP-32,"KCTC 52619, DSM 104039",1,"Pigmentiphaga aceris",aerobe
360,K110,"DSM 23373, JCM 14330, KCTC 12838, CCUG 56486",1,"Pigmentiphaga daeguensis",aerobe
159685,IMT-318,"DSM 107179, CCM 8859, CIP 111626, LMG 30658",1,"Pigmentiphaga humi",aerobe
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,"Pigmentiphaga litoralis","facultative anaerobe"
154818,,"CCUG 55337",0,"Pigmentiphaga sp.",aerobe
134135,TI-1,"ATCC BAA 1030, CCUG 49613, CIP 109089",1,"Pilibacter termitis",anaerobe
158823,E9,"KEMB 9005-534, KACC 19120, NBRC 112686",1,"Pinisolibacter ravus","facultative anaerobe"
1544,RBU1-1,"DSM 21622, JCM 13188, PCU 270, TISTR 1571, CIP 109653",1,"Piscibacillus salipiscarius",aerobe
23827,C01,"DSM 27630, KCTC 13150, PCU 316, TISTR 1958",1,"Pisciglobus halotolerans",aerobe
,,,,,microaerophile
17958,,"DSM 19915, IMCC 1728, KCCM 42364, NBRC 102349",1,"Piscinibacter aquaticus","facultative aerobe"
159877,MQ-18,"CCTCC AB 2017223, JCM 32138",1,"Piscinibacter caeni",aerobe
133221,SH-1,"KACC 18594, JCM 31230",1,"Piscinibacter defluvii",aerobe
133289,LYH-15,"BCRC 80969, LMG 29480, KCTC 52168",1,"Piscinibacterium candidicorallinum",aerobe
133415,K7,"LMG 28835, KCTC 42657, BCRC 80901",1,"Planctobacterium marinum",aerobe
166440,13S1-3,"KCTC 49115, CGMCC 1.16554",1,"Planctomonas deserti",aerobe
134050,"P8, IMER 00624","KACC 16581, NBRC 108858, DSM 111729",1,"Planifilum composti",aerobe
16752,H0165,"DSM 44946, ATCC BAA 969, JCM 12507, BCRC 16827",1,"Planifilum fimeticola",aerobe
16751,500275,"DSM 44945, ATCC BAA 970, JCM 12508, BCRC 16828",1,"Planifilum fulgidum",aerobe
134218,LA5,"CCTCC AA 206002, KCTC 13052",1,"Planifilum yunnanense",aerobe
24527,,"DSM 22400, JCM 18269, RCA 23",1,"Planktomarina temperata",aerobe
141082,X14M-14,"CGMCC 1.12924, KCTC 42675",1,"Planktosalinus lacus",aerobe
140733,,"KACC 18009, NBRC 110393, IMCC 9565",1,"Planktotalea arctica",aerobe
13865,"SH6-1, SH6_1","DSM 23709, LMG 25294",1,"Planktotalea frisia",aerobe
158280,,"DSM 104669, JCM 31859, JAM 119",1,"Planktotalea lamellibrachiae",aerobe
24635,"A-T 4600","DSM 46704, BCC 39469, NBRC 107568",1,"Planobispora siamensis",aerobe
164371,Y74,"JCM 32826, CICC 24461",0,"Planococcus antioxidans",aerobe
11961,PgEx11,"DSM 17517, MTCC 7251",1,"Planococcus columbae",aerobe
11965,JH1,"DSM 22276, KCTC 13050, LMG 23779",1,"Planococcus donghaensis",aerobe
11974,0423,"DSM 24857, CGMCC 1.6846, JCM 15088",1,"Planococcus glaciei",aerobe
11967,Or1,"DSM 24743, JCM 17719",1,"Planococcus halocryophilus",aerobe
159841,,"CGMCC 1.13628, KCTC 43001, SCU 63",1,"Planococcus halotolerans",aerobe
11971,JG-07,"DSM 15895, CIP 107134, JCM 10704, KCTC 3684, CGMCC 1.3646",1,"Planococcus koreensis",aerobe
164341,Y42,"JCM 32719, CGMCC 1.15921",1,"Planococcus lenghuensis",aerobe
11966,AS/ASP6(II),"DSM 23997, MTCC 8491",1,"Planococcus plakortidis",aerobe
140686,CW1,"CCTCC AB 207187, LMG 24442",1,"Planococcus ruber",aerobe
11960,ISL-16,"DSM 23820, CCUG 57753, KCTC 13584",1,"Planococcus salinarum",aerobe
158688,LCB217,"CGMCC 1.15685, KCTC 33861",1,"Planococcus salinus",aerobe
133091,L10.15,"DSM 101994, KACC 18918",1,"Planococcus versutus",aerobe
156953,,"CCUG 67316",0,"Planococcus okeanokoites",microaerophile
11972,K22-03,"DSM 16419, JCM 12481, MTCC 6226",1,"Planococcus stackebrandtii",aerobe
140639,"A-T 11038","BCC 67829, TBRC 4489, NBRC 110609, DSM 111735",1,"Planomonospora corallina",aerobe
8037,,"DSM 44991, BCC 51133, CCTCC AA 205013, JCM 16008, NBRC 105377, TBRC 198, YIM 46034",1,"Planosporangium flavigriseum",aerobe
132122,,"DSM 45475, BCC 51294, CCTCC AA 209049, KCTC 19779, TBRC 2212, YIM 48875, NBRC 109066",1,"Planosporangium mesophilum",aerobe
16584,"A-T 0875","DSM 45570, BCC 24832, NBRC 104272, JCM 17936",1,"Planotetraspora kaengkrachanensis",aerobe
16585,"A-T 1383","DSM 45571, BCC 26045, NBRC 104273, JCM 17937",1,"Planotetraspora phitsanulokensis",aerobe
16582,"TT 00-51","DSM 44746, NBRC 100141, JCM 12867, BCRC 16800, CGMCC 4.5632",1,"Planotetraspora silvatica",aerobe
16583,,"DSM 45400, BCC 21825, NBRC 104271, JCM 16140",1,"Planotetraspora thailandica",aerobe
8047,,"DSM 45387, CCTCC AA 209047, JCM 31039, NBRC 110450, YIM 68255",1,"Plantactinospora endophytica",aerobe
8045,,"DSM 45238, BCC 55027, CCTCC AA 208022, JCM 16905, NBRC 109088, TBRC 2210, YIM 61359",1,"Plantactinospora mayteni",aerobe
8046,CM2-8,"DSM 45559, BCC 34762, JCM 15677, NBRC 109072",1,"Plantactinospora siamensis",aerobe
132564,NEAU-gxj3,"DSM 46832, CGMCC 4.7221",1,"Plantactinospora soyae",aerobe
24761,YD,"DSM 25287, NCCB 100398",1,"Plasticicumulans lactativorans",aerobe
24763,,"DSM 25350, CIP 110343, MOLA 115",1,"Pleionea mediterranea",aerobe
133341,KU714929,"DSM 103077, JCM 31475, SEBR 4223",1,"Pleomorphochaeta caudata","obligate anaerobe"
130688,MO-SPC2,"DSM 23952, JCM 17281",1,"Pleomorphochaeta multiformis",anaerobe
158357,,"DSM 104684, JCM 31871, SEBR 4209",1,"Pleomorphochaeta naphthae",anaerobe
23372,"ACE-P, Antarctic","DSM 6211",0,"Pleomorphochaeta sp.",anaerobe
23098,R5-392,"DSM 25022, KACC 16233",1,"Pleomorphomonas diazotrophica",aerobe
7227,Y9,"DSM 23070, KCTC 12246, NBRC 100803",1,"Pleomorphomonas koreensis",aerobe
166285,SW125,"CGMCC 1.16172, DSM 107180, KCTC 62636",1,"Pleomorphovibrio marinus",aerobe
5055,M51,"DSM 8224, ATCC 14029, NCIB 9242, RH 798, CCUG 410, NCTC 10360, NCIMB 9242, CDC 3085-55",1,"Plesiomonas shigelloides",aerobe
142090,,"CCUG 10616 D",0,"Plesiomonas shigelloides",aerobe
145150,,"CCUG 27761",0,"Plesiomonas shigelloides",aerobe
153018,,"CCUG 48327",0,"Plesiomonas shigelloides",aerobe
154360,,"CCUG 53235",0,"Pluralibacter gergoviae",aerobe
155521,,"CCUG 57971",0,"Pluralibacter gergoviae",aerobe
4369,,"DSM 12410, ATCC 49851, CDC G6570, CIP 104019, KCTC 2520, LMG 22970, CCUG 48320, CFBP 4168",1,"Pluralibacter pyrinus",aerobe
166123,ZY113,"KCTC 62374, MCCC 1H00296",1,"Polaribacter aquimarinus",aerobe
152919,,"CCUG 48005, KMM 3938, KCTC 12100, KCTC 23228",1,"Polaribacter butkevichii",aerobe
5627,DSW-5,"DSM 17204, CIP 109304",1,"Polaribacter dokdonensis",aerobe
133261,RA4-7,"KCTC 52418, NBRC 112383",1,"Polaribacter haliotis",aerobe
141043,OITF-22,"KCTC 52658, NBRC 112706",1,"Polaribacter insulae",aerobe
133370,HMF2268,"KCTC 42191, CECT 8862",1,"Polaribacter lacunae",aerobe
140599,OITF-11,"KCTC 52500, NBRC 112457",1,"Polaribacter litorisediminis",aerobe
133198,RZW3-2,"JCM 30825, KCTC 42664, MCCC 1K00696",1,"Polaribacter marinaquae",aerobe
,,,,,"obligate aerobe"
133846,LNM-20,"LMG 26671, NBRC 108759",1,"Polaribacter porphyrae",aerobe
133931,,"KCTC 23670, JCM 18092, KOPRI 21160",1,"Polaribacter sejongensis",aerobe
158689,"10Alg 139","KCTC 52773, KMM 6729",1,"Polaribacter staleyi","facultative anaerobe"
158681,WS2-14,"KCTC 52275, MCCC 1H00163",1,"Polaribacter tangerinus",aerobe
133317,LPB0003,"KACC 18704, JCM 31217",1,"Polaribacter vadi","obligate aerobe"
134167,,"CIP 108776, CCUG 39402",1,"Polaromonas aquatica",aerobe
2985,Cr4-35,"DSM 24278, KACC 15090, LMG 26050",1,"Polaromonas cryoconiti",aerobe
140826,B717-2,"CGMCC 1.15322, JCM 31171",1,"Polaromonas eurypsychrophila",aerobe
158788,,"LMG 23393, KCTC 12577, Gsoil 115, CCUG 52466",1,"Polaromonas ginsengisoli",aerobe
,,,,,"obligate aerobe"
2986,Cr4-12,"DSM 24062, KACC 15089, LMG 26049",1,"Polaromonas glacialis",aerobe
2983,,"DSM 17735, CIP 109586, NRRL B-41369",1,"Polaromonas hydrogenivorans",aerobe
2984,JS12-13,"DSM 19351, KACC 12508",1,"Polaromonas jejuensis",aerobe
154830,,"CCUG 55354",0,"Polaromonas kiwa",aerobe
154831,,"CCUG 55355",0,"Polaromonas kiwa",aerobe
154833,,"CCUG 55357",0,"Polaromonas kiwa",aerobe
2982,CJ2,"DSM 15660, ATCC BAA 779, CCUG 51246",1,"Polaromonas naphthalenivorans",aerobe
133878,JIR-001,"JCM 18147, CECT 8074, BCC 72032, NBRC 109429",1,"Polycladomyces abyssicola",aerobe
140715,,"BCC 50740, NBRC 109332, KSR 13",1,"Polycladomyces subterraneus",aerobe
133209,In2-9,"JCM 30831, NCIMB 14982",1,"Polygonibacillus indicireducens","facultative anaerobe"
133374,B555-2,"CGMCC 1.15519, KCTC 52396",1,"Polymorphobacter glacialis",aerobe
8025,TT97-42,"DSM 44947, NBRC 101157, JCM 14904, CGMCC 4.5572",1,"Polymorphospora rubra",aerobe
2079,MWH-PoolGreenA3,"DSM 21994, CIP 110079",1,"Polynucleobacter acidiphobus",aerobe
,,,,,"facultative anaerobe"
158281,MWH-K35W1,"DSM 24006, LMG 29706",1,"Polynucleobacter aenigmaticus",aerobe
