# -------------------------------------------------------------------------------------------------------------------------------
# For editing this EUCAST reference file, these values can all be used for targeting antibiotics:
# aminoglycosides, aminopenicillins, antifungals, antimycobacterials, betalactams, betalactams_with_inhibitor, carbapenems, cephalosporins, cephalosporins_1st, cephalosporins_2nd, cephalosporins_3rd, cephalosporins_4th, cephalosporins_5th, cephalosporins_except_CAZ, fluoroquinolones, glycopeptides, glycopeptides_except_lipo, lincosamides, lipoglycopeptides, macrolides, oxazolidinones, penicillins, polymyxins, quinolones, streptogramins, tetracyclines, tetracyclines_except_TGC, trimethoprims, ureidopenicillins
# and all separate EARS-Net letter codes such as AMC. They can be separated by comma: 'AMC, fluoroquinolones'.
# The 'if_mo_property' column can be any column name from the AMR::microorganisms data set, or 'genus_species' or 'gramstain'. If 'this_value' exists in AMR::microorganisms.groups$mo_group_name it will be expanded in eucast_rules() to all relevant species occuring in microorganisms.groups$mo_name before further processing of the line in this file.
# The like.is.one_of column must be 'like' or 'is' or 'one_of' ('like' will read the 'this_value' column as regular expression)
# The EUCAST guideline contains references to the 'Burkholderia cepacia complex'. All species in this group are noted on the 'B.cepacia' sheet of the EUCAST Clinical Breakpoint v.10.0 Excel file of 2020 and later
# >>>>> IF YOU WANT TO IMPORT THIS FILE INTO YOUR OWN SOFTWARE, HAVE THE FIRST 9 LINES SKIPPED <<<<<
# -------------------------------------------------------------------------------------------------------------------------------			
reference.rule_group	reference.version	reference.rule	if_mo_property	like.is.one_of	this_value	and_these_antibiotics	have_these_values	then_change_these_antibiotics	to_value	note
Expert Rules	3.1	Table 03: Intrinsic resistance in other Gram-negative bacteria	genus	is	Neisseria			TMP	R	
Expert Rules	3.1	Table 03: Intrinsic resistance in other Gram-negative bacteria	genus_species	is	Campylobacter fetus			FUS, streptogramins, TMP, NAL	R	
Expert Rules	3.1	Table 03: Intrinsic resistance in other Gram-negative bacteria	genus_species	is	Campylobacter jejuni			FUS, streptogramins, TMP	R	
Expert Rules	3.1	Table 03: Intrinsic resistance in other Gram-negative bacteria	genus_species	is	Campylobacter coli			FUS, streptogramins, TMP	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	gramstain	is	Gram-positive			ATM, polymyxins, NAL	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus saprophyticus			FUS, CAZ, FOS, NOV	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus cohnii			CAZ, NOV	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus xylosus			CAZ, NOV	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus capitis			CAZ, FOS	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus aureus			CAZ	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus epidermidis			CAZ	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus coagulase-negative			CAZ	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus hominis			CAZ	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus haemolyticus			CAZ	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus intermedius			CAZ	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Staphylococcus pseudintermedius			CAZ	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus	is	Streptococcus			FUS, CAZ, aminoglycosides	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Enterococcus faecalis			FUS, CAZ, cephalosporins_except_CAZ, aminoglycosides, macrolides, CLI, QDA, TMP, SXT	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Enterococcus gallinarum			FUS, CAZ, cephalosporins_except_CAZ, aminoglycosides, macrolides, CLI, QDA, VAN, TMP, SXT	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Enterococcus casseliflavus			FUS, CAZ, cephalosporins_except_CAZ, aminoglycosides, macrolides, CLI, QDA, VAN, TMP, SXT	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Enterococcus faecium			FUS, CAZ, cephalosporins_except_CAZ, aminoglycosides, macrolides, TMP, SXT	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus	is	Corynebacterium			FOS	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Listeria monocytogenes			cephalosporins	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus	one_of	Leuconostoc, Pediococcus			glycopeptides_except_lipo	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus	is	Lactobacillus			glycopeptides_except_lipo	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Clostridium ramosum			VAN	R	
Expert Rules	3.1	Table 04: Intrinsic resistance in Gram-positive bacteria	genus_species	is	Clostridium innocuum			VAN	R	
Expert Rules	3.1	Table 08: Interpretive rules for B-lactam agents and Gram-positive cocci	genus_species	one_of	Streptococcus Group A, Streptococcus Group B, Streptococcus Group C, Streptococcus Group G	PEN	S	aminopenicillins, cephalosporins_except_CAZ, carbapenems	S	
Expert Rules	3.1	Table 08: Interpretive rules for B-lactam agents and Gram-positive cocci	genus	is	Enterococcus	AMP	R	ureidopenicillins, carbapenems	R	
Expert Rules	3.1	Table 08: Interpretive rules for B-lactam agents and Gram-positive cocci	genus	is	Enterococcus	AMX	R	ureidopenicillins, carbapenems	R	
Expert Rules	3.1	Table 09: Interpretive rules for B-lactam agents and Gram-negative rods (at the time: Enterobacteriaceae)	order	is	Enterobacterales	TIC, PIP	R, S	PIP	R	
Expert Rules	3.1	Table 11: Interpretive rules for macrolides, lincosamides, and streptogramins	genus	like	.*	ERY	S	AZM, CLR	S	
Expert Rules	3.1	Table 11: Interpretive rules for macrolides, lincosamides, and streptogramins	genus	like	.*	ERY	I	AZM, CLR	I	
Expert Rules	3.1	Table 11: Interpretive rules for macrolides, lincosamides, and streptogramins	genus	like	.*	ERY	R	AZM, CLR	R	
Expert Rules	3.1	Table 12: Interpretive rules for aminoglycosides	genus	is	Staphylococcus	TOB	R	KAN, AMK	R	
Expert Rules	3.1	Table 12: Interpretive rules for aminoglycosides	genus	is	Staphylococcus	GEN	R	aminoglycosides	R	
Expert Rules	3.1	Table 12: Interpretive rules for aminoglycosides	order	is	Enterobacterales	GEN, TOB	I, S	GEN	R	
Expert Rules	3.1	Table 12: Interpretive rules for aminoglycosides	order	is	Enterobacterales	GEN, TOB	R, I	TOB	R	
Expert Rules	3.1	Table 13: Interpretive rules for quinolones	genus	is	Staphylococcus	MFX	R	fluoroquinolones	R	
Expert Rules	3.1	Table 13: Interpretive rules for quinolones	genus_species	is	Streptococcus pneumoniae	MFX	R	fluoroquinolones	R	
Expert Rules	3.1	Table 13: Interpretive rules for quinolones	order	is	Enterobacterales	CIP	R	fluoroquinolones	R	
Expert Rules	3.1	Table 13: Interpretive rules for quinolones	genus_species	is	Neisseria gonorrhoeae	CIP	R	fluoroquinolones	R	
Expert Rules	3.2	Expert Rules on Campylobacter	genus	is	Campylobacter	ERY	S	CLR, AZM	S	
Expert Rules	3.2	Expert Rules on Campylobacter	genus_species	is	Campylobacter	ERY	R	CLR, AZM	R	
Expert Rules	3.2	Expert Rules on Enterobacterales	genus_species	one_of	Escherichia coli, Proteus mirabilis	AMP	R	PIP	R	
Expert Rules	3.2	Expert Rules on Enterobacterales	genus_species	one_of	Escherichia coli, Proteus mirabilis	AMP	S	PIP	S	
Expert Rules	3.2	Expert Rules on Enterobacterales	fullname	like	^(Klebsiella(?! aerogenes)|Raoultella)			PIP	R	
Expert Rules	3.2	Expert Rules on Enterobacterales	fullname	like	^(Enterobacter|Klebsiella aerogenes|Citrobacter freundii|Serratia|Morganella morganii|Hafnia alvei|Providencia)	CXM	S	CXM, cephalosporins_2nd	R	
Expert Rules	3.2	Expert Rules on Enterobacterales	genus	one_of	Arsenophonus, Biostraticola, Brenneria, Buchnera, Budvicia, Buttiauxella, Cedecea, Citrobacter, Cosenzaea, Cronobacter, Dickeya, Edwardsiella, Enterobacillus, Enterobacter, Erwinia, Escherichia, Ewingella, Franconibacter, Gibbsiella, Hafnia, Izhakiella, Klebsiella, Kluyvera, Kosakonia, Leclercia, Lelliottia, Leminorella, Lonsdalea, Mangrovibacter, Mixta, Moellerella, Morganella, Obesumbacterium, Pantoea, Pectobacterium, Phaseolibacter, Photorhabdus, Phytobacter, Plesiomonas, Pluralibacter, Pragia, Proteus, Providencia, Pseudescherichia, Pseudocitrobacter, Rahnella, Raoultella, Rosenbergiella, Rouxiella, Saccharobacter, Samsonia, Serratia, Shigella, Shimwellia, Siccibacter, Sodalis, Tatumella, Thorsellia, Trabulsiella, Wigglesworthia, Xenorhabdus, Yersinia, Yokenella	CIP	R	fluoroquinolones	R	This is Enterobacterales except Salmonella spp.
Expert Rules	3.2	Expert Rules on Enterobacterales	fullname	like	^(Serratia|Providencia|Morganella morganii)			TGC	R	
Expert Rules	3.2	Expert Rules on Enterobacterales (AmpC de-repressed cephalosporins)	fullname	like	^(Enterobacter|Klebsiella aerogenes|Citrobacter braakii|Citrobacter freundii|Citrobacter gillenii|Citrobacter murliniae|Citrobacter rodenticum|Citrobacter sedlakii|Citrobacter werkmanii|Citrobacter youngae|Hafnia alvei|Serratia|Morganella morganii|Providencia)	CTX	S	CTX, CRO, CAZ		This is rule 3 and 4 of EUCAST Expert Rules v3.2 on Enterobacterales, result will be set with the 'ampc_derepressed_cephalosporins' argument
Expert Rules	3.2	Expert Rules on Enterobacterales (AmpC de-repressed cephalosporins)	fullname	like	^(Enterobacter|Klebsiella aerogenes|Citrobacter braakii|Citrobacter freundii|Citrobacter gillenii|Citrobacter murliniae|Citrobacter rodenticum|Citrobacter sedlakii|Citrobacter werkmanii|Citrobacter youngae|Hafnia alvei|Serratia|Morganella morganii|Providencia)	CRO	S	CTX, CRO, CAZ		This is rule 3 and 4 of EUCAST Expert Rules v3.2 on Enterobacterales, result will be set with the 'ampc_derepressed_cephalosporins' argument
Expert Rules	3.2	Expert Rules on Enterobacterales (AmpC de-repressed cephalosporins)	fullname	like	^(Enterobacter|Klebsiella aerogenes|Citrobacter braakii|Citrobacter freundii|Citrobacter gillenii|Citrobacter murliniae|Citrobacter rodenticum|Citrobacter sedlakii|Citrobacter werkmanii|Citrobacter youngae|Hafnia alvei|Serratia|Morganella morganii|Providencia)	CAZ	S	CTX, CRO, CAZ		This is rule 3 and 4 of EUCAST Expert Rules v3.2 on Enterobacterales, result will be set with the 'ampc_derepressed_cephalosporins' argument
Expert Rules	3.2	Expert Rules on Enterobacterales (AmpC de-repressed cephalosporins)	fullname	like	^(Enterobacter|Klebsiella aerogenes|Citrobacter braakii|Citrobacter freundii|Citrobacter gillenii|Citrobacter murliniae|Citrobacter rodenticum|Citrobacter sedlakii|Citrobacter werkmanii|Citrobacter youngae|Hafnia alvei|Serratia|Morganella morganii|Providencia)	CTX	I	CTX, CRO, CAZ		This is rule 3 and 4 of EUCAST Expert Rules v3.2 on Enterobacterales, result will be set with the 'ampc_derepressed_cephalosporins' argument
Expert Rules	3.2	Expert Rules on Enterobacterales (AmpC de-repressed cephalosporins)	fullname	like	^(Enterobacter|Klebsiella aerogenes|Citrobacter braakii|Citrobacter freundii|Citrobacter gillenii|Citrobacter murliniae|Citrobacter rodenticum|Citrobacter sedlakii|Citrobacter werkmanii|Citrobacter youngae|Hafnia alvei|Serratia|Morganella morganii|Providencia)	CRO	I	CTX, CRO, CAZ		This is rule 3 and 4 of EUCAST Expert Rules v3.2 on Enterobacterales, result will be set with the 'ampc_derepressed_cephalosporins' argument
Expert Rules	3.2	Expert Rules on Enterobacterales (AmpC de-repressed cephalosporins)	fullname	like	^(Enterobacter|Klebsiella aerogenes|Citrobacter braakii|Citrobacter freundii|Citrobacter gillenii|Citrobacter murliniae|Citrobacter rodenticum|Citrobacter sedlakii|Citrobacter werkmanii|Citrobacter youngae|Hafnia alvei|Serratia|Morganella morganii|Providencia)	CAZ	I	CTX, CRO, CAZ		This is rule 3 and 4 of EUCAST Expert Rules v3.2 on Enterobacterales, result will be set with the 'ampc_derepressed_cephalosporins' argument
Expert Rules	3.2	Expert Rules on Enterococcus	fullname	like	^Enterococcus (faecalis|faecium)	AMP	R	ureidopenicillins, IPM	R	
Expert Rules	3.2	Expert Rules on Enterococcus	fullname	like	^Enterococcus (faecalis|faecium)	AMX	R	ureidopenicillins, IPM	R	
Expert Rules	3.2	Expert Rules on Enterococcus	genus	is	Enterococcus	NOR	S	CIP, LVX	S	
Expert Rules	3.2	Expert Rules on Enterococcus	genus	is	Enterococcus	VAN	S	lipoglycopeptides	S	
Expert Rules	3.2	Expert Rules on Enterococcus	genus_species	is	Enterococcus faecium			CLI	R	
Expert Rules	3.2	Expert Rules on Haemophilus influenzae	genus_species	is	Haemophilus influenzae	PEN	S	betalactams	S	
Expert Rules	3.2	Expert Rules on Haemophilus influenzae	genus_species	is	Haemophilus influenzae	NAL	S	fluoroquinolones	S	
Expert Rules	3.2	Expert Rules on Haemophilus influenzae	genus_species	is	Haemophilus influenzae	NAL	R	CIP, LVX, MFX	R	
Expert Rules	3.2	Expert Rules on Haemophilus influenzae	genus_species	is	Haemophilus influenzae	TCY	S	DOX, MNO	S	
Expert Rules	3.2	Expert Rules on Haemophilus influenzae	genus_species	is	Haemophilus influenzae	TCY	R	DOX, MNO	R	
Expert Rules	3.2	Expert Rules on Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	NAL	S	fluoroquinolones	S	
Expert Rules	3.2	Expert Rules on Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	NAL	R	fluoroquinolones	R	
Expert Rules	3.2	Expert Rules on Salmonella	genus	is	Salmonella			cephalosporins_2nd	R	
Expert Rules	3.2	Expert Rules on Salmonella	genus	is	Salmonella			aminoglycosides	R	
Expert Rules	3.2	Expert Rules on Salmonella	genus	is	Salmonella	PEF	R	CIP	R	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus_species	is	Staphylococcus aureus	FOX	R	betalactams	R	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus_species	is	Staphylococcus aureus	FOX	S	betalactams_with_inhibitor	S	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus_species	one_of	Staphylococcus aureus, Staphylococcus lugdunensis	PEN	R	AMP, AMX, AZL, BAM, CRB, CRN, EPC, HET, MEC, MEZ, MTM, PIP, PME, PVM, SBC, TAL, TEM, TIC	R	all penicillins without beta-lactamse inhibitor
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	ERY, CLI	S	macrolides, lincosamides	S	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	NOR	S	CIP, LVX, MFX, OFX	S	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	LVX	R	fluoroquinolones	R	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	MFX	R	fluoroquinolones	R	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	TCY	S	DOX, MNO, TGC	S	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	TCY	R	DOX, MNO	R	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	VAN	S	lipoglycopeptides	S	
Expert Rules	3.2	Expert Rules on Staphylococcus	genus	is	Staphylococcus	LNZ	S	TZD	S	
Expert Rules	3.2	Expert Rules on Streptococcus A, B, C and G	genus_species	one_of	Streptococcus Group A, Streptococcus Group B, Streptococcus Group C, Streptococcus Group G	PEN	S	aminopenicillins, cephalosporins, carbapenems	S	
Expert Rules	3.2	Expert Rules on Streptococcus A, B, C and G	genus_species	one_of	Streptococcus Group A, Streptococcus Group B, Streptococcus Group C, Streptococcus Group G	NOR	S	LVX, MFX	S	
Expert Rules	3.2	Expert Rules on Streptococcus A, B, C and G	genus_species	one_of	Streptococcus Group A, Streptococcus Group B, Streptococcus Group C, Streptococcus Group G	NOR	R	LVX, MFX	R	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	OXA	S	PHN, PEN, aminopenicillins, cephalosporins_except_CAZ, carbapenems	S	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	NOR	S	LVX, MFX	S	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	NOR	R	LVX, MFX	R	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	LVX	R	fluoroquinolones	R	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	MFX	R	fluoroquinolones	R	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	TCY	S	DOX, MNO	S	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	TCY	R	DOX, MNO	R	
Expert Rules	3.2	Expert Rules on Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	VAN	S	lipoglycopeptides	S	
Expert Rules	3.2	Expert Rules on Viridans Group Streptococci	genus_species	one_of	Viridans Group Streptococcus (VGS)	PEN	S	aminopenicillins, CTX, CRO	S	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	order	is	Enterobacterales			PEN, glycopeptides_except_lipo, lipoglycopeptides, FUS, macrolides, lincosamides, streptogramins, RIF, oxazolidinones	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	fullname	like	^Citrobacter (koseri|amalonaticus|sedlakii|farmeri|rodentium)			aminopenicillins, TIC	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	fullname	like	^Citrobacter (freundii|braakii|murliniae|werkmanii|youngae)			aminopenicillins, AMC, SAM, CZO, CEP, LEX, CFR, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Enterobacter cloacae			aminopenicillins, AMC, SAM, CZO, CEP, LEX, CFR, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Escherichia hermannii			aminopenicillins, TIC	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Hafnia alvei			aminopenicillins, AMC, SAM, CXM, CZO, CEP, LEX, CFR, FOX, polymyxins	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Klebsiella aerogenes			aminopenicillins, AMC, SAM, CZO, CEP, LEX, CFR, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Klebsiella oxytoca			aminopenicillins, TIC	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	fullname	like	^Klebsiella( pneumoniae| quasipneumoniae| variicola)?			aminopenicillins, TIC	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Leclercia adecarboxylata			FOS	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Morganella morganii			aminopenicillins, AMC, SAM, CZO, CEP, LEX, CFR, DOX, MNO, TCY, polymyxins, NIT	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Plesiomonas shigelloides			aminopenicillins, AMC, SAM	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Proteus mirabilis			DOX, MNO, TCY, TGC, polymyxins, NIT	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Proteus penneri			aminopenicillins, CZO, CEP, LEX, CFR, CXM, DOX, MNO, TCY, TGC, polymyxins, NIT	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Proteus vulgaris			aminopenicillins, CZO, CEP, LEX, CFR, CXM, DOX, MNO, TCY, TGC, polymyxins, NIT	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Providencia rettgeri			aminopenicillins, AMC, SAM, CZO, CEP, LEX, CFR, DOX, MNO, TCY, polymyxins, NIT	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Providencia stuartii			aminopenicillins, AMC, SAM, CZO, CEP, LEX, CFR, DOX, MNO, TCY, polymyxins, NIT	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus	is	Raoultella			aminopenicillins, TIC	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Serratia marcescens			aminopenicillins, AMC, SAM, CZO, CEP, LEX, CFR, FOX, CXM, DOX, TCY, polymyxins, NIT	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Yersinia enterocolitica			aminopenicillins, AMC, SAM, TIC, CZO, CEP, LEX, CFR, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Yersinia pseudotuberculosis			polymyxins	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Aeromonas hydrophila			aminopenicillins, AMC, SAM, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Aeromonas veronii			aminopenicillins, AMC, SAM, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Aeromonas dhakensis			aminopenicillins, AMC, SAM, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Aeromonas caviae			aminopenicillins, AMC, SAM, FOX	R	
Expert Rules	3.2	Table 1: Intrinsic resistance in Enterobacterales and Aeromonas spp.	genus_species	is	Aeromonas jandaei			aminopenicillins, AMC, SAM, TIC,  CZO, CEP, LEX, CFR, FOX	R	
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	genus	one_of	Achromobacter, Acinetobacter, Alcaligenes, Bordetella, Burkholderia, Elizabethkingia, Flavobacterium, Ochrobactrum, Pseudomonas, Stenotrophomonas			PEN, cephalosporins_1st, cephalosporins_2nd, glycopeptides_except_lipo, lipoglycopeptides, FUS, macrolides, lincosamides, streptogramins, RIF, oxazolidinones	R	
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	fullname	like	^Acinetobacter (baumannii|pittii|nosocomialis)			aminopenicillins, AMC, CRO, CTX, ATM, ETP, TMP, FOS, DOX, TCY	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	genus	is	Acinetobacter			DOX, TCY	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	genus_species	is	Achromobacter xylosoxidans			aminopenicillins, CRO, CTX, ETP	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	fullname	like	^Burkholderia (ambifaria|anthina|arboris|cepacia|cenocepacia|contaminans|diffusa|dolosa|lata|latens|metallica|multivorans|paludis|pseudomultivorans|pyrrocinia|pseudomultivorans|seminalis|stabilis|stagnalis|territorii|ubonensis|vietnamiensis)			aminopenicillins, AMC, SAM, TIC, TCC, PIP, TZP, CRO, CTX, ATM, ETP, CIP, CHL, aminoglycosides, TMP, FOS, polymyxins	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	genus_species	is	Elizabethkingia meningoseptica			aminopenicillins, AMC, SAM, TIC, TCC, PIP, CZO, CTX, CRO, CAZ, FEP, ATM, ETP, IPM, MEM, polymyxins	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	genus_species	is	Brucella anthropi			aminopenicillins, AMC, SAM, TIC, TCC, PIP, TZP, CZO, CTX, CRO, CAZ, FEP, ATM, ETP	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	genus_species	is	Pseudomonas aeruginosa			aminopenicillins, AMC, SAM, CTX, CRO, ETP, CHL, KAN, NEO, TMP, DOX, MNO, TCY, TGC	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 2: Intrinsic resistance in non-fermentative gram-negative bacteria	genus_species	is	Stenotrophomonas maltophilia			aminopenicillins, AMC, SAM, TIC, PIP, TZP, CRO, CTX, ATM, ETP, IPM, MEM, aminoglycosides, TMP, FOS, TCY	R	Additional rules from header added in separate rule (genus is one of…)
Expert Rules	3.2	Table 3: Intrinsic resistance in other gram-negative bacteria	genus_species	is	Haemophilus influenzae			FUS, streptogramins, glycopeptides_except_lipo, lipoglycopeptides, lincosamides, oxazolidinones	R	
Expert Rules	3.2	Table 3: Intrinsic resistance in other gram-negative bacteria	genus_species	is	Moraxella catarrhalis			TMP, glycopeptides_except_lipo, lipoglycopeptides, lincosamides, oxazolidinones	R	
Expert Rules	3.2	Table 3: Intrinsic resistance in other gram-negative bacteria	genus	is	Neisseria			TMP, glycopeptides_except_lipo, lipoglycopeptides, lincosamides, oxazolidinones	R	
Expert Rules	3.2	Table 3: Intrinsic resistance in other gram-negative bacteria	genus_species	is	Campylobacter fetus			FUS, streptogramins, TMP, NAL, glycopeptides_except_lipo, lipoglycopeptides, lincosamides, oxazolidinones	R	
Expert Rules	3.2	Table 3: Intrinsic resistance in other gram-negative bacteria	fullname	like	^Campylobacter (jejuni|coli)			FUS, streptogramins, TMP, glycopeptides_except_lipo, lipoglycopeptides, lincosamides, oxazolidinones	R	
Expert Rules	3.2	Table 4: Intrinsic resistance in gram-positive bacteria	gramstain	is	Gram-positive			ATM, TEM, polymyxins, NAL	R	
Expert Rules	3.2	Table 4: Intrinsic resistance in gram-positive bacteria	genus_species	is	Staphylococcus saprophyticus			FUS, CAZ, FOS, NOV	R	
Expert Rules	3.2	Table 4: Intrinsic resistance in gram-positive bacteria	genus_species	is	Staphylococcus cohnii			CAZ, NOV	R	
Expert Rules	3.2	Table 4: Intrinsic resistance in gram-positive bacteria	genus_species	is	Staphylococcus xylosus			CAZ, NOV	R	
Expert Rules	3.2	Table 4: Intrinsic resistance in gram-positive bacteria	genus_species	is	Staphylococcus capitis			CAZ, FOS	R	
Expert Rules	3.2	Table 4: Intrinsic resistance in gram-positive bacteria	genus_species	is	Staphylococcus aureus			CAZ	R	
