"guideline"	"method"	"site"	"mo"	"mo_name"	"rank_index"	"ab"	"ab_name"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"
"CLSI 2012"	"MIC"		"B_STPHY_AURS"	"Staphylococcus aureus"	2	"VAN"	"Vancomycin"	"Table 2C"		2	16	FALSE
"CLSI 2012"	"DISK"		"B_STRPT"	"Streptococcus"	3	"VAN"	"Vancomycin"	"Table 2H-1"	"30ug"	17	6	FALSE
"CLSI 2012"	"MIC"		"B_STRPT"	"Streptococcus"	3	"VAN"	"Vancomycin"	"Table 2H-1"		1	2048	FALSE
"CLSI 2012"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"VAN"	"Vancomycin"	"Table 2G"	"30ug"	17	6	FALSE
"CLSI 2012"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"VAN"	"Vancomycin"	"Table 2G"		1	2048	FALSE
"CLSI 2012"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"VAN"	"Vancomycin"	"Table 2H-2"	"30ug"	17	6	FALSE
"CLSI 2012"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"VAN"	"Vancomycin"	"Table 2H-2"		1	2048	FALSE
"CLSI 2012"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"VAN"	"Vancomycin"	"M45 Table 1"		1	2048	FALSE
"CLSI 2011"	"DISK"		"B_AERMN"	"Aeromonas"	3	"AMC"	"Amoxicillin/clavulanic acid"		"20ug"	18	13	FALSE
"CLSI 2011"	"MIC"		"B_AERMN"	"Aeromonas"	3	"AMC"	"Amoxicillin/clavulanic acid"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"AMC"	"Amoxicillin/clavulanic acid"			4	8	FALSE
"CLSI 2011"	"MIC"		"B_BRKHL_PSDM"	"Burkholderia pseudomallei"	2	"AMC"	"Amoxicillin/clavulanic acid"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"AMC"	"Amoxicillin/clavulanic acid"			4	8	FALSE
"CLSI 2011"	"MIC"		"B_EKNLL"	"Eikenella"	3	"AMC"	"Amoxicillin/clavulanic acid"			4	8	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"AMC"	"Amoxicillin/clavulanic acid"		"20/10ug"	20	19	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"AMC"	"Amoxicillin/clavulanic acid"			4	8	FALSE
"CLSI 2011"	"DISK"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"AMC"	"Amoxicillin/clavulanic acid"		"200ug"	24	23	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"AMC"	"Amoxicillin/clavulanic acid"			4	8	FALSE
"CLSI 2011"	"DISK"		"B_PLSMN"	"Plesiomonas"	3	"AMC"	"Amoxicillin/clavulanic acid"		"20ug"	18	13	FALSE
"CLSI 2011"	"MIC"		"B_PLSMN"	"Plesiomonas"	3	"AMC"	"Amoxicillin/clavulanic acid"			8	32	FALSE
"CLSI 2011"	"DISK"		"B_PSTRL"	"Pasteurella"	3	"AMC"	"Amoxicillin/clavulanic acid"		"20ug"	27	6	FALSE
"CLSI 2011"	"MIC"		"B_PSTRL"	"Pasteurella"	3	"AMC"	"Amoxicillin/clavulanic acid"			0.5	2048	FALSE
"CLSI 2011"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"AMC"	"Amoxicillin/clavulanic acid"		"20/10ug"	20	19	FALSE
"CLSI 2011"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"AMC"	"Amoxicillin/clavulanic acid"			4	8	FALSE
"CLSI 2011"	"MIC"	"Non-meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"AMC"	"Amoxicillin/clavulanic acid"			2	8	FALSE
"CLSI 2011"	"DISK"		"B_AERMN"	"Aeromonas"	3	"AMK"	"Amikacin"		"30ug"	17	14	FALSE
"CLSI 2011"	"MIC"		"B_AERMN"	"Aeromonas"	3	"AMK"	"Amikacin"			16	64	FALSE
"CLSI 2011"	"MIC"		"B_BCLLS"	"Bacillus"	3	"AMK"	"Amikacin"			16	64	FALSE
"CLSI 2011"	"DISK"		"B_PLSMN"	"Plesiomonas"	3	"AMK"	"Amikacin"		"30ug"	17	14	FALSE
"CLSI 2011"	"MIC"		"B_PLSMN"	"Plesiomonas"	3	"AMK"	"Amikacin"			16	64	FALSE
"CLSI 2011"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"AMP"	"Ampicillin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_BCLLS"	"Bacillus"	3	"AMP"	"Ampicillin"			0.25	0.5	FALSE
"CLSI 2011"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"AMP"	"Ampicillin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_EKNLL"	"Eikenella"	3	"AMP"	"Ampicillin"			1	4	FALSE
"CLSI 2011"	"DISK"		"B_ENTRC"	"Enterococcus"	3	"AMP"	"Ampicillin"		"10ug"	17	16	FALSE
"CLSI 2011"	"MIC"		"B_ENTRC"	"Enterococcus"	3	"AMP"	"Ampicillin"			8	16	FALSE
"CLSI 2011"	"MIC"		"B_ERYSP_RHSP"	"Erysipelothrix rhusiopathiae"	2	"AMP"	"Ampicillin"	"M45 Table 6"		0.25	2048	FALSE
"CLSI 2011"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"AMP"	"Ampicillin"			0.25	8	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"AMP"	"Ampicillin"		"10ug"	22	18	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"AMP"	"Ampicillin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_LCNST"	"Leuconostoc"	3	"AMP"	"Ampicillin"			8	2048	FALSE
"CLSI 2011"	"MIC"		"B_LCTBC"	"Lactobacillus"	3	"AMP"	"Ampicillin"			8	2048	FALSE
"CLSI 2011"	"MIC"		"B_LISTR_MNCY"	"Listeria monocytogenes"	2	"AMP"	"Ampicillin"			2	2048	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"AMP"	"Ampicillin"			0.125	2	FALSE
"CLSI 2011"	"MIC"		"B_PDCCC"	"Pediococcus"	3	"AMP"	"Ampicillin"			8	2048	FALSE
"CLSI 2011"	"DISK"		"B_PSTRL"	"Pasteurella"	3	"AMP"	"Ampicillin"		"10ug"	27	6	FALSE
"CLSI 2011"	"MIC"		"B_PSTRL"	"Pasteurella"	3	"AMP"	"Ampicillin"			0.5	2048	FALSE
"CLSI 2011"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"AMP"	"Ampicillin"		"10ug"	29	28	FALSE
"CLSI 2011"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"AMP"	"Ampicillin"			0.25	0.5	FALSE
"CLSI 2011"	"DISK"		"B_STRPT"	"Streptococcus"	3	"AMP"	"Ampicillin"		"10ug"	24	6	FALSE
"CLSI 2011"	"MIC"		"B_STRPT"	"Streptococcus"	3	"AMP"	"Ampicillin"			0.25	2048	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"AMP"	"Ampicillin"			0.25	8	FALSE
"CLSI 2011"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"AMP"	"Ampicillin"			0.25	8	FALSE
"CLSI 2011"	"MIC"		"B_PSTRL"	"Pasteurella"	3	"AMX"	"Amoxicillin"			0.5	2048	FALSE
"CLSI 2011"	"MIC"	"Non-meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"AMX"	"Amoxicillin"			2	8	FALSE
"CLSI 2011"	"DISK"		"B_AERMN"	"Aeromonas"	3	"ATM"	"Aztreonam"		"30ug"	21	17	FALSE
"CLSI 2011"	"MIC"		"B_AERMN"	"Aeromonas"	3	"ATM"	"Aztreonam"			4	16	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"ATM"	"Aztreonam"		"30ug"	26	6	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"ATM"	"Aztreonam"			2	2048	FALSE
"CLSI 2011"	"DISK"		"B_PLSMN"	"Plesiomonas"	3	"ATM"	"Aztreonam"		"30ug"	21	17	FALSE
"CLSI 2011"	"MIC"		"B_PLSMN"	"Plesiomonas"	3	"ATM"	"Aztreonam"			4	16	FALSE
"CLSI 2011"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"AZM"	"Azithromycin"			4	2048	FALSE
"CLSI 2011"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"AZM"	"Azithromycin"			4	2048	FALSE
"CLSI 2011"	"MIC"		"B_EKNLL"	"Eikenella"	3	"AZM"	"Azithromycin"			4	2048	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"AZM"	"Azithromycin"		"15ug"	12	6	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"AZM"	"Azithromycin"			4	2048	FALSE
"CLSI 2011"	"MIC"		"B_KGLLA"	"Kingella"	3	"AZM"	"Azithromycin"			4	2048	FALSE
"CLSI 2011"	"DISK"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"AZM"	"Azithromycin"		"15ug"	26	6	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"AZM"	"Azithromycin"			0.25	2048	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"AZM"	"Azithromycin"		"15ug"	20	6	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"AZM"	"Azithromycin"			2	2048	FALSE
"CLSI 2011"	"DISK"		"B_PSTRL"	"Pasteurella"	3	"AZM"	"Azithromycin"		"15ug"	20	6	FALSE
"CLSI 2011"	"MIC"		"B_PSTRL"	"Pasteurella"	3	"AZM"	"Azithromycin"			1	2048	FALSE
"CLSI 2011"	"MIC"		"B_STRPT"	"Streptococcus"	3	"AZM"	"Azithromycin"			0.5	2	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"AZM"	"Azithromycin"		"15ug"	18	13	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"AZM"	"Azithromycin"			0.5	2	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"AZM"	"Azithromycin"		"15ug"	18	13	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"AZM"	"Azithromycin"			0.5	2	FALSE
"CLSI 2011"	"MIC"		"B_VIBRI_CHLR"	"Vibrio cholerae"	2	"AZM"	"Azithromycin"			2	2048	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CAT"	"Cefetamet"		"10ug"	18	14	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CAT"	"Cefetamet"			4	16	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CAT"	"Cefetamet"		"10ug"	29	6	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CAT"	"Cefetamet"			0.5	2048	FALSE
"CLSI 2011"	"DISK"		"B_AERMN"	"Aeromonas"	3	"CAZ"	"Ceftazidime"		"30ug"	21	17	FALSE
"CLSI 2011"	"MIC"		"B_AERMN"	"Aeromonas"	3	"CAZ"	"Ceftazidime"			4	16	FALSE
"CLSI 2011"	"MIC"		"B_BCLLS"	"Bacillus"	3	"CAZ"	"Ceftazidime"			8	32	FALSE
"CLSI 2011"	"DISK"		"B_BCLLS_CERS"	"Bacillus cereus"	2	"CAZ"	"Ceftazidime"		"30ug"	21	17	FALSE
"CLSI 2011"	"DISK"		"B_BRKHL_CEPC"	"Burkholderia cepacia"	2	"CAZ"	"Ceftazidime"		"30ug"	21	17	FALSE
"CLSI 2011"	"MIC"		"B_BRKHL_MALL"	"Burkholderia mallei"	2	"CAZ"	"Ceftazidime"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_BRKHL_PSDM"	"Burkholderia pseudomallei"	2	"CAZ"	"Ceftazidime"			8	32	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CAZ"	"Ceftazidime"		"30ug"	26	6	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CAZ"	"Ceftazidime"			2	2048	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CAZ"	"Ceftazidime"			2	2048	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CAZ"	"Ceftazidime"		"30ug"	31	6	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CAZ"	"Ceftazidime"			0.5	2048	FALSE
"CLSI 2011"	"DISK"		"B_PLSMN"	"Plesiomonas"	3	"CAZ"	"Ceftazidime"		"30ug"	21	17	FALSE
"CLSI 2011"	"MIC"		"B_PLSMN"	"Plesiomonas"	3	"CAZ"	"Ceftazidime"			4	16	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CDR"	"Cefdinir"		"5ug"	20	6	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CDR"	"Cefdinir"			1	2048	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CDR"	"Cefdinir"			0.5	2	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CEC"	"Cefaclor"		"30ug"	20	16	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CEC"	"Cefaclor"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CEC"	"Cefaclor"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CEC"	"Cefaclor"			1	4	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CFM"	"Cefixime"		"5ug"	21	6	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CFM"	"Cefixime"			1	2048	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CFM"	"Cefixime"		"5ug"	31	6	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CFM"	"Cefixime"			0.25	2048	FALSE
"CLSI 2011"	"DISK"		"B_AERMN"	"Aeromonas"	3	"CHL"	"Chloramphenicol"		"30ug"	18	12	FALSE
"CLSI 2011"	"MIC"		"B_AERMN"	"Aeromonas"	3	"CHL"	"Chloramphenicol"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"CHL"	"Chloramphenicol"			4	16	FALSE
"CLSI 2011"	"MIC"		"B_BCLLS"	"Bacillus"	3	"CHL"	"Chloramphenicol"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"CHL"	"Chloramphenicol"			4	16	FALSE
"CLSI 2011"	"MIC"		"B_EKNLL"	"Eikenella"	3	"CHL"	"Chloramphenicol"			4	16	FALSE
"CLSI 2011"	"MIC"		"B_FRNCS_TLRN"	"Francisella tularensis"	2	"CHL"	"Chloramphenicol"			8	2048	FALSE
"CLSI 2011"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"CHL"	"Chloramphenicol"			4	8	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CHL"	"Chloramphenicol"		"30ug"	29	25	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CHL"	"Chloramphenicol"			2	8	FALSE
"CLSI 2011"	"MIC"		"B_KGLLA"	"Kingella"	3	"CHL"	"Chloramphenicol"			4	16	FALSE
"CLSI 2011"	"MIC"		"B_LCNST"	"Leuconostoc"	3	"CHL"	"Chloramphenicol"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CHL"	"Chloramphenicol"			2	8	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"CHL"	"Chloramphenicol"		"30ug"	26	19	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"CHL"	"Chloramphenicol"			2	8	FALSE
"CLSI 2011"	"MIC"		"B_PDCCC"	"Pediococcus"	3	"CHL"	"Chloramphenicol"			8	32	FALSE
"CLSI 2011"	"DISK"		"B_PLSMN"	"Plesiomonas"	3	"CHL"	"Chloramphenicol"		"30ug"	18	12	FALSE
"CLSI 2011"	"MIC"		"B_PLSMN"	"Plesiomonas"	3	"CHL"	"Chloramphenicol"			8	32	FALSE
"CLSI 2011"	"DISK"		"B_PSTRL"	"Pasteurella"	3	"CHL"	"Chloramphenicol"		"30ug"	28	6	FALSE
"CLSI 2011"	"MIC"		"B_PSTRL"	"Pasteurella"	3	"CHL"	"Chloramphenicol"			2	2048	FALSE
"CLSI 2011"	"DISK"		"B_STRPT"	"Streptococcus"	3	"CHL"	"Chloramphenicol"		"30ug"	21	17	FALSE
"CLSI 2011"	"MIC"		"B_STRPT"	"Streptococcus"	3	"CHL"	"Chloramphenicol"			4	16	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CHL"	"Chloramphenicol"		"30ug"	21	20	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CHL"	"Chloramphenicol"			4	8	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CHL"	"Chloramphenicol"		"30ug"	21	17	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CHL"	"Chloramphenicol"			4	16	FALSE
"CLSI 2011"	"MIC"		"B_YERSN_PSTS"	"Yersinia pestis"	2	"CHL"	"Chloramphenicol"			8	32	FALSE
"CLSI 2011"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"CHL"	"Chloramphenicol"			4	8	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CID"	"Cefonicid"		"30ug"	20	16	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CID"	"Cefonicid"			4	16	FALSE
"CLSI 2011"	"DISK"		"B_AERMN"	"Aeromonas"	3	"CIP"	"Ciprofloxacin"		"5ug"	21	15	FALSE
"CLSI 2011"	"MIC"		"B_AERMN"	"Aeromonas"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_BCLLS"	"Bacillus"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_BCLLS_ANTH"	"Bacillus anthracis"	2	"CIP"	"Ciprofloxacin"			0.25	2048	FALSE
"CLSI 2011"	"MIC"		"B_CMPYL"	"Campylobacter"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_EKNLL"	"Eikenella"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_ERYSP_RHSP"	"Erysipelothrix rhusiopathiae"	2	"CIP"	"Ciprofloxacin"	"M45 Table 6"		1	2048	FALSE
"CLSI 2011"	"MIC"		"B_FRNCS_TLRN"	"Francisella tularensis"	2	"CIP"	"Ciprofloxacin"			0.5	2048	FALSE
"CLSI 2011"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CIP"	"Ciprofloxacin"		"5ug"	21	6	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CIP"	"Ciprofloxacin"			1	2048	FALSE
"CLSI 2011"	"MIC"		"B_KGLLA"	"Kingella"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CIP"	"Ciprofloxacin"			1	2048	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CIP"	"Ciprofloxacin"		"5ug"	41	27	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CIP"	"Ciprofloxacin"			0.064	1	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"CIP"	"Ciprofloxacin"		"5ug"	35	32	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"CIP"	"Ciprofloxacin"			0.032	0.12	FALSE
"CLSI 2011"	"DISK"		"B_PLSMN"	"Plesiomonas"	3	"CIP"	"Ciprofloxacin"		"5ug"	21	15	FALSE
"CLSI 2011"	"MIC"		"B_PLSMN"	"Plesiomonas"	3	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_YERSN_PSTS"	"Yersinia pestis"	2	"CIP"	"Ciprofloxacin"			0.25	2048	FALSE
"CLSI 2011"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"CIP"	"Ciprofloxacin"			1	4	FALSE
"CLSI 2011"	"MIC"		"B_BCLLS"	"Bacillus"	3	"CLI"	"Clindamycin"			0.5	4	FALSE
"CLSI 2011"	"MIC"		"B_ERYSP_RHSP"	"Erysipelothrix rhusiopathiae"	2	"CLI"	"Clindamycin"	"M45 Table 6"		0.25	1	FALSE
"CLSI 2011"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"CLI"	"Clindamycin"			0.25	1	FALSE
"CLSI 2011"	"MIC"		"B_LCTBC"	"Lactobacillus"	3	"CLI"	"Clindamycin"			0.5	2	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CLI"	"Clindamycin"			0.5	4	FALSE
"CLSI 2011"	"DISK"		"B_STRPT"	"Streptococcus"	3	"CLI"	"Clindamycin"		"2ug"	19	15	FALSE
"CLSI 2011"	"MIC"		"B_STRPT"	"Streptococcus"	3	"CLI"	"Clindamycin"			0.25	1	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CLI"	"Clindamycin"		"2ug"	19	15	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CLI"	"Clindamycin"			0.25	1	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CLI"	"Clindamycin"		"2ug"	19	15	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CLI"	"Clindamycin"			0.25	1	FALSE
"CLSI 2011"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"CLI"	"Clindamycin"			0.25	1	FALSE
"CLSI 2011"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"CLR"	"Clarithromycin"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"CLR"	"Clarithromycin"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_EKNLL"	"Eikenella"	3	"CLR"	"Clarithromycin"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_HLCBCT_PYLR"	"Helicobacter pylori"	2	"CLR"	"Clarithromycin"			0.25	1	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CLR"	"Clarithromycin"		"15ug"	13	10	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CLR"	"Clarithromycin"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_KGLLA"	"Kingella"	3	"CLR"	"Clarithromycin"			8	32	FALSE
"CLSI 2011"	"DISK"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CLR"	"Clarithromycin"		"15ug"	24	6	FALSE
"CLSI 2011"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CLR"	"Clarithromycin"			1	2048	FALSE
"CLSI 2011"	"DISK"		"B_STRPT"	"Streptococcus"	3	"CLR"	"Clarithromycin"		"15ug"	21	16	FALSE
"CLSI 2011"	"MIC"		"B_STRPT"	"Streptococcus"	3	"CLR"	"Clarithromycin"			0.25	1	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CLR"	"Clarithromycin"		"15ug"	21	16	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CLR"	"Clarithromycin"			0.25	1	FALSE
"CLSI 2011"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CLR"	"Clarithromycin"		"15ug"	21	16	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CLR"	"Clarithromycin"			0.25	1	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CMZ"	"Cefmetazole"		"30ug"	33	27	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CMZ"	"Cefmetazole"			2	8	FALSE
"CLSI 2011"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"COL"	"Colistin"			2	4	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CPD"	"Cefpodoxime"		"10ug"	21	6	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CPD"	"Cefpodoxime"			2	2048	FALSE
"CLSI 2011"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CPD"	"Cefpodoxime"		"10ug"	29	6	FALSE
"CLSI 2011"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CPD"	"Cefpodoxime"			0.5	2048	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CPD"	"Cefpodoxime"			0.5	2	FALSE
"CLSI 2011"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CPR"	"Cefprozil"		"30ug"	18	14	FALSE
"CLSI 2011"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CPR"	"Cefprozil"			8	32	FALSE
"CLSI 2011"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CPR"	"Cefprozil"			2	8	FALSE
