GUIDELINES	TESTMETHOD	POTENCY	ORG_CODE	BREAKPOINT_TYPE	HOST	SITE_INF	REF_TABLE	REF_SEQ	WHON5_CODE	WHON5_TEST	DISK_R	DISK_I	DISK_S	MIC_S	MIC_R
CLSI19	MIC		KIN	Human	Human		M45 Table 9		IPM	IPM_NM				0.5	2
CLSI19	MIC		KIN	Human	Human		M45 Table 9		PEN	PEN_NM				1	4
CLSI19	MIC		ANA	Human	Human		Table 2J	20.00	MEM	MEM_NM				4	16
CLSI19	MIC		COF	Human	Human		M45 Table 6		MEM	MEM_NM				0.25	1
CLSI19	MIC		HA-	Human	Human		Table 2E	23.00	MEM	MEM_NM				0.5	
CLSI19	MIC		nme	Human	Human		Table 2I	5.00	MEM	MEM_NM				0.25	
CLSI19	MIC		snv	Human	Human		M45 Table 1		MEM	MEM_NM				0.5	2
CLSI19	MIC		spn	Human	Human		Table 2G	21.00	MEM	MEM_NM				0.25	1
CLSI19	MIC		STR	Human	Human		Table 2H-1	8.00	MEM	MEM_NM				0.5	
CLSI19	MIC		SVI	Human	Human		Table 2H-2	8.00	MEM	MEM_NM				0.5	
CLSI19	MIC		AC-	Human	Human		Table 2B-2	12.00	MEM	MEM_NM				2	8
CLSI19	MIC		NFR	Human	Human		Table 2B-5	16.00	MEM	MEM_NM				4	16
CLSI19	MIC		pae	Human	Human		Table 2B-1	10.00	MEM	MEM_NM				2	8
CLSI19	MIC		pce	Human	Human		Table 2B-3	2.00	MEM	MEM_NM				4	16
CLSI19	MIC		STA	Human	Human		Table 2C	34.00	MEM	MEM_NM				4	16
CLSI19	MIC		STA	Human	Human		Table 2C	5.00	MET	MET_NM				8	16
CLSI19	MIC		HA-	Human	Human		Table 2E	34.00	MFX	MFX_NM				1	
CLSI19	MIC		PAS	Human	Human		M45 Table 17		MFX	MFX_NM				0.064	
CLSI19	MIC		spn	Human	Human		Table 2G	34.00	MFX	MFX_NM				1	4
CLSI19	MIC		STR	Human	Human		Table 2H-1		MFX	MFX_NM					
CLSI19	MIC		STA	Human	Human		Table 2C	54.00	MFX	MFX_NM				0.5	2
CLSI19	MIC		NFR	Human	Human		Table 2B-5	25.00	MNO	MNO_NM					
CLSI19	MIC		LEU	Human	Human		M45 Table 13		MNO	MNO_NM				4	16
CLSI19	MIC		nme	Human	Human		Table 2I	7.00	MNO	MNO_NM				2	
CLSI19	MIC		AC-	Human	Human		Table 2B-2	21.00	MNO	MNO_NM				4	16
CLSI19	MIC		ENT	Human	Human		Table 2D	9.00	MNO	MNO_NM				4	16
CLSI19	MIC		NFR	Human	Human		Table 2B-5	25.00	MNO	MNO_NM				4	16
CLSI19	MIC		pce	Human	Human		Table 2B-3	3.00	MNO	MNO_NM				4	16
CLSI19	MIC		pma	Human	Human		Table 2B-4	3.00	MNO	MNO_NM				4	16
CLSI19	MIC		STA	Human	Human		Table 2C	50.00	MNO	MNO_NM				4	16
CLSI19	MIC		NFR	Human	Human		Table 2B-5	13.00	MOX	MOX_NM					
CLSI19	MIC		ANA	Human	Human		Table 2J	22.00	MOX	MOX_NM				2	8
CLSI19	MIC		KIN	Human	Human		M45 Table 9		SAM	SAM_NM				2	4
CLSI19	MIC		KIN	Human	Human		M45 Table 9		MEM	MEM_NM				0.5	2
CLSI19	MIC		KIN	Human	Human		M45 Table 9		AZM	AZM_NM				4	
CLSI19	MIC		KIN	Human	Human		M45 Table 9		CLR	CLR_NM				8	32
CLSI19	MIC		KIN	Human	Human		M45 Table 9		CIP	CIP_NM				1	4
CLSI19	MIC		NFR	Human	Human		Table 2B-5	13.00	MOX	MOX_NM				8	64
CLSI19	MIC		STA	Human	Human		Table 2C	24.00	MOX	MOX_NM				8	64
CLSI19	MIC		ANA	Human	Human		Table 2J	25.00	MTR	MTR_NM				8	32
CLSI19	MIC		STA	Human	Human		Table 2C	6.00	NAF	NAF_NM				2	4
CLSI19	MIC		nme	Human	Human		Table 2I	16.00	NAL	NAL_NM				4	8
CLSI19	MIC		NFR	Human	Human		Table 2B-5	22.00	NET	NET_NM					
CLSI19	MIC		AC-	Human	Human		Table 2B-2	18.00	NET	NET_NM				8	32
CLSI19	MIC		NFR	Human	Human		Table 2B-5	22.00	NET	NET_NM				8	32
CLSI19	MIC		pae	Human	Human		Table 2B-1	17.00	NET	NET_NM				8	32
CLSI19	MIC		ENT	Human	Human		Table 2D	14.00	NIT	NIT_NM				32	128
CLSI19	MIC		STA	Human	Human		Table 2C	62.00	NIT	NIT_NM				32	128
CLSI19	MIC		NFR	Human	Human		Table 2B-5	29.00	OFX	OFX_ND5					
CLSI19	MIC		HA-	Human	Human		Table 2E	35.00	OFX	OFX_NM				2	
CLSI19	MIC		spn	Human	Human		Table 2G	35.00	OFX	OFX_NM				2	8
CLSI19	MIC		STR	Human	Human		Table 2H-1	17.00	OFX	OFX_NM				2	8
CLSI19	MIC		SVI	Human	Human		Table 2H-2	17.00	OFX	OFX_NM				2	8
CLSI19	MIC		NFR	Human	Human		Table 2B-5	29.00	OFX	OFX_NM				2	8
CLSI19	MIC		pae	Human	Human		Table 2B-1	21.00	OFX	OFX_NM				2	8
CLSI19	MIC		STA	Human	Human		Table 2C	53.00	OFX	OFX_NM				1	4
CLSI19	MIC		sau	Human	Human		Table 2C		OXA	OXA_NM				2	4
CLSI19	MIC		sau	Human	Human		Table 2C		CPT	CPT_NM				1	8
CLSI19	MIC		slu	Human	Human		Table 2C		OXA	OXA_NM				2	4
CLSI19	MIC		STA	Human	Human		Table 2C	2.00	OXA	OXA_NM				0.25	0.5
CLSI19	MIC		ABI	Human	Human		M45 Table 1		PEN	PEN_NM				0.125	4
CLSI19	MIC		ANA	Human	Human		Table 2J	1.00	PEN	PEN_NM				0.5	2
CLSI19	MIC		BCS	Human	Human		M45 Table 4		PEN	PEN_NM				0.125	0.25
CLSI19	MIC		COF	Human	Human		M45 Table 6		PEN	PEN_NM				0.125	4
CLSI19	MIC		ENT	Human	Human		Table 2D	1.00	PEN	PEN_NM				8	16
CLSI19	MIC		LAC	Human	Human		M45 Table 11		PEN	PEN_NM				8	
CLSI19	MIC		LEU	Human	Human		M45 Table 13		PEN	PEN_NM				8	
CLSI19	MIC		KIN	Human	Human		M45 Table 9		LVX	LVX_NM				2	8
CLSI19	MIC		KIN	Human	Human		M45 Table 9		TCY	TCY_NM				2	8
CLSI19	MIC		KIN	Human	Human		M45 Table 9		CHL	CHL_NM				4	16
CLSI19	MIC		KIN	Human	Human		M45 Table 9		RIF	RIF_NM				1	4
CLSI19	MIC		KIN	Human	Human		M45 Table 9		SXT	SXT_NM				0.5	4
CLSI19	MIC		lmo	Human	Human		M45 Table 14		PEN	PEN_NM				2	
CLSI19	MIC		ngo	Human	Human		Table 2F	1.00	PEN	PEN_NM				0.064	2
CLSI19	MIC		nme	Human	Human		Table 2I	1.00	PEN	PEN_NM				0.064	0.5
CLSI19	MIC		PAS	Human	Human		M45 Table 17		PEN	PEN_NM				0.5	
CLSI19	MIC		PED	Human	Human		M45 Table 18		PEN	PEN_NM				8	
CLSI19	MIC		snv	Human	Human		M45 Table 1		PEN	PEN_NM				0.125	4
CLSI19	MIC		spn	Human	Human	Meningitis	Table 2G	1.00	PEN	PEN_NM				0.064	0.12
CLSI19	MIC		spn	Human	Human	Non-meningitis	Table 2G	2.00	PEN	PEN_NM				2	8
CLSI19	MIC		spn	Human	Human	Oral	Table 2G	3.00	PEN	PEN_NM				0.064	2
CLSI19	MIC		STR	Human	Human		Table 2H-1	1.00	PEN	PEN_NM				0.125	
CLSI19	MIC		SVI	Human	Human		Table 2H-2	1.00	PEN	PEN_NM				0.125	4
CLSI19	MIC		STA	Human	Human		Table 2C	1.00	PEN	PEN_NM				0.125	0.25
CLSI19	MIC		NFR	Human	Human		Table 2B-5	1.00	PIP	PIP_NM					
CLSI19	MIC		ANA	Human	Human		Table 2J	3.00	PIP	PIP_NM				32	128
CLSI19	MIC		pae	Human	Human		Table 2B-1	1.00	PIP	PIP_NM				16	128
CLSI19	MIC		AC-	Human	Human		Table 2B-2	1.00	PIP	PIP_NM				16	128
CLSI19	MIC		NFR	Human	Human		Table 2B-5	1.00	PIP	PIP_NM				16	128
CLSI19	MIC		spn	Human	Human	Oral	Table 2G	4.00	PNV	PNV_NM				0.064	2
CLSI19	MIC		AC-	Human	Human		Table 2B-2	13.00	POL	POL_NM				2	4
CLSI19	MIC		pae	Human	Human		Table 2B-1	12.00	POL	POL_NM				2	8
CLSI19	MIC		COF	Human	Human		M45 Table 6		QDA	QDA_NM				1	4
CLSI19	MIC		spn	Human	Human		Table 2G	44.00	QDA	QDA_NM				1	4
CLSI19	MIC		STR	Human	Human		Table 2H-1	23.00	QDA	QDA_NM				1	4
CLSI19	MIC		SVI	Human	Human		Table 2H-2	23.00	QDA	QDA_NM				1	4
CLSI19	MIC		ENT	Human	Human		Table 2D	18.00	QDA	QDA_NM				1	4
CLSI19	MIC		STA	Human	Human		Table 2C	71.00	QDA	QDA_NM				1	4
CLSI19	MIC		bca	Human	Human		M45 Table 16		RIF	RIF_NM				1	4
CLSI19	MIC		BCS	Human	Human		M45 Table 4		RIF	RIF_NM				1	4
CLSI19	MIC		COF	Human	Human		M45 Table 6		RIF	RIF_NM				1	4
CLSI19	MIC		HA-	Human	Human		Table 2E	44.00	RIF	RIF_NM				1	4
CLSI19	MIC		nme	Human	Human		Table 2I	15.00	RIF	RIF_NM				0.5	2
CLSI19	MIC		spn	Human	Human		Table 2G	42.00	RIF	RIF_NM				1	4
CLSI19	MIC		STR	Human	Human		Table 2H-1		RIF	RIF_NM					
CLSI19	MIC		ENT	Human	Human		Table 2D	15.00	RIF	RIF_NM				1	4
CLSI19	MIC		STA	Human	Human		Table 2C	70.00	RIF	RIF_NM				1	4
CLSI19	MIC		ANA	Human	Human		Table 2J	7.00	SAM	SAM_NM				8	32
CLSI19	MIC		HA-	Human	Human		Table 2E	2.00	SAM	SAM_NM				2	4
CLSI19	MIC		spn	Human	Human		Table 2G		SAM	SAM_NM					
CLSI19	MIC		AC-	Human	Human		Table 2B-2	4.00	SAM	SAM_NM				8	32
CLSI19	MIC		STA	Human	Human		Table 2C	8.00	SAM	SAM_NM				8	32
CLSI19	MIC		NFR	Human	Human		Table 2B-5	33.00	SMX	SMX_NM					
CLSI19	MIC		nme	Human	Human		Table 2I	10.00	SMX	SMX_NM				2	8
CLSI19	MIC		NFR	Human	Human		Table 2B-5	33.00	SMX	SMX_NM				256	512
CLSI19	MIC		STA	Human	Human		Table 2C	65.00	SMX	SMX_NM				256	512
CLSI19	MIC		NFR	Human	Human		Table 2B-5	34.00	SOX	SOX_NM					
CLSI19	MIC		nme	Human	Human		Table 2I	11.00	SOX	SOX_NM				2	8
CLSI19	MIC		NFR	Human	Human		Table 2B-5	34.00	SOX	SOX_NM				256	512
CLSI19	MIC		STA	Human	Human		Table 2C	66.00	SOX	SOX_NM				256	512
CLSI19	MIC		ngo	Human	Human		Table 2F	23.00	SPT	SPT_NM				32	128
CLSI19	MIC		HA-	Human	Human		Table 2E	38.00	SPX	SPX_NM				0.25	
CLSI19	MIC		spn	Human	Human		Table 2G	38.00	SPX	SPX_NM				0.5	2
CLSI19	MIC		STR	Human	Human		Table 2H-1		SPX	SPX_NM					
CLSI19	MIC		STA	Human	Human		Table 2C	60.00	SPX	SPX_NM				0.5	2
CLSI19	MIC		NFR	Human	Human		Table 2B-5	35.00	SSS	SSS_NM					
CLSI19	MIC		nme	Human	Human		Table 2I	12.00	SSS	SSS_NM				2	8
CLSI19	MIC		NFR	Human	Human		Table 2B-5	35.00	SSS	SSS_NM				256	512
CLSI19	MIC		STA	Human	Human		Table 2C	67.00	SSS	SSS_NM				256	512
CLSI19	MIC		ENT	Human	Human		Table 2D		STH	SSS_NM				1024	1025
CLSI19	MIC		BR-	Human	Human		M45 Table 21		STR	STR_NM				8	
CLSI19	MIC		ftu	Human	Human		M45 Table 21		STR	STR_NM				8	
CLSI19	MIC		yep	Human	Human		M45 Table 21	8.00	STR	STR_NM				4	16
CLSI19	MIC		ENT	Human	Human		Table 2D		STR	STR_NM				1024	1025
CLSI19	MIC		AEC	Human	Human		M45 Table 2		SXT	SXT_NM				2	4
CLSI19	MIC		NFR	Human	Human		Table 2B-5	32.00	SXT	SXT_ND1_2					
CLSI19	MIC		bca	Human	Human		M45 Table 16		SXT	SXT_NM				0.5	4
CLSI19	MIC		BCS	Human	Human		M45 Table 4		SXT	SXT_NM				2	4
CLSI19	MIC		BR-	Human	Human		M45 Table 21		SXT	SXT_NM				2	
CLSI19	MIC		COF	Human	Human		M45 Table 6		SXT	SXT_NM				2	4
CLSI19	MIC		HA-	Human	Human		Table 2E	42.00	SXT	SXT_NM				0.5	4
CLSI19	MIC		lmo	Human	Human		M45 Table 14		SXT	SXT_NM				0.5	
CLSI19	MIC		nme	Human	Human		Table 2I	13.00	SXT	SXT_NM				0.125	0.5
CLSI19	MIC		PAS	Human	Human		M45 Table 17		SXT	SXT_NM				0.5	
CLSI19	MIC		ppm	Human	Human		M45 Table 21		SXT	SXT_NM				2	4
CLSI19	MIC		spn	Human	Human		Table 2G	40.00	SXT	SXT_NM				0.5	4
CLSI19	MIC		STR	Human	Human		Table 2H-1		SXT	SXT_NM					
CLSI19	MIC		yep	Human	Human		M45 Table 21	9.00	SXT	SXT_NM				2	4
CLSI19	MIC		AC-	Human	Human		Table 2B-2	15.00	SXT	SXT_NM				2	4
CLSI19	MIC		NFR	Human	Human		Table 2B-5	32.00	SXT	SXT_NM				2	4
CLSI19	MIC		pce	Human	Human		Table 2B-3	4.00	SXT	SXT_NM				2	4
CLSI19	MIC		pma	Human	Human		Table 2B-4	5.00	SXT	SXT_NM				2	4
CLSI19	MIC		STA	Human	Human		Table 2C	64.00	SXT	SXT_NM				2	4
CLSI19	MIC		NFR	Human	Human		Table 2B-5	5.00	TCC	TCC_NM					
CLSI19	MIC		ANA	Human	Human		Table 2J	9.00	TCC	TCC_NM				32	128
CLSI19	MIC		pae	Human	Human		Table 2B-1	4.00	TCC	TCC_NM				16	128
CLSI19	MIC		AC-	Human	Human		Table 2B-2	6.00	TCC	TCC_NM				16	128
CLSI19	MIC		NFR	Human	Human		Table 2B-5	5.00	TCC	TCC_NM				16	128
CLSI19	MIC		pce	Human	Human		Table 2B-3	5.00	TCC	TCC_NM				16	128
CLSI19	MIC		pma	Human	Human		Table 2B-4	1.00	TCC	TCC_NM				16	128
CLSI19	MIC		STA	Human	Human		Table 2C	10.00	TCC	TCC_NM				8	16
CLSI19	MIC		NFR	Human	Human		Table 2B-5	23.00	TCY	TCY_NM					
CLSI19	MIC		AEC	Human	Human		M45 Table 2		TCY	TCY_NM				2	8
CLSI19	MIC		ANA	Human	Human		Table 2J	21.00	TCY	TCY_NM				4	16
CLSI19	MIC		bca	Human	Human		M45 Table 16		TCY	TCY_NM				2	8
CLSI19	MIC		BCS	Human	Human		M45 Table 4		TCY	TCY_NM				4	16
CLSI19	MIC		bma	Human	Human		M45 Table 21		TCY	TCY_NM				4	16
CLSI19	MIC		BR-	Human	Human		M45 Table 21		TCY	TCY_NM				1	
CLSI19	MIC		CAM	Human	Human		M45 Table 5		TCY	TCY_NM				4	16
CLSI19	MIC		COF	Human	Human		M45 Table 6		TCY	TCY_NM				4	16
CLSI19	MIC		ftu	Human	Human		M45 Table 21		TCY	TCY_NM				4	
CLSI19	MIC		HA-	Human	Human		Table 2E	30.00	TCY	TCY_NM				2	8
CLSI19	MIC		ngo	Human	Human		Table 2F	14.00	TCY	TCY_NM				0.25	2
CLSI19	MIC		PAS	Human	Human		M45 Table 17		TCY	TCY_NM				1	
CLSI19	MIC		ppm	Human	Human		M45 Table 21		TCY	TCY_NM				4	16
CLSI19	MIC		spn	Human	Human		Table 2G	31.00	TCY	TCY_NM				1	4
CLSI19	MIC		spn	Human	Human		Table 2G		DOX	DOX_NM				0.25	1
CLSI19	MIC		STR	Human	Human		Table 2H-1	15.00	TCY	TCY_NM				2	8
CLSI19	MIC		SVI	Human	Human		Table 2H-2	15.00	TCY	TCY_NM				2	8
CLSI19	MIC		yep	Human	Human		M45 Table 21	10.00	TCY	TCY_NM				4	16
CLSI19	MIC		AC-	Human	Human		Table 2B-2	19.00	TCY	TCY_NM				4	16
CLSI19	MIC		ENT	Human	Human		Table 2D	7.00	TCY	TCY_NM				4	16
CLSI19	MIC		NFR	Human	Human		Table 2B-5	23.00	TCY	TCY_NM				4	16
CLSI19	MIC		STA	Human	Human		Table 2C	48.00	TCY	TCY_NM				4	16
CLSI19	MIC		ENT	Human	Human		Table 2D	4.00	TEC	TEC_NM				8	32
CLSI19	MIC		STA	Human	Human		Table 2C	36.00	TEC	TEC_NM				8	32
CLSI19	MIC		apl	Human	Human		Vet Table		TIL	TIL_NM				16	32
CLSI19	MIC		pam	Human	Human		Vet Table		TIL	TIL_NM				16	32
CLSI19	MIC		spn	Human	Human		Table 2G	27.00	TLT	TLT_NM				1	4
CLSI19	MIC		STR	Human	Human		Table 2H-1		TLT	TLT_NM					
CLSI19	MIC		STA	Human	Human		Table 2C	68.00	TMP	TMP_NM				8	16
CLSI19	MIC		NFR	Human	Human		Table 2B-5	20.00	TOB	TOB_NM					
CLSI19	MIC		AC-	Human	Human		Table 2B-2	16.00	TOB	TOB_NM				4	16
CLSI19	MIC		NFR	Human	Human		Table 2B-5	20.00	TOB	TOB_NM				4	16
CLSI19	MIC		pae	Human	Human		Table 2B-1	15.00	TOB	TOB_NM				4	16
CLSI19	MIC		HA-	Human	Human		Table 2E	40.00	TVA	TVA_NM				1	
CLSI19	MIC		ngo	Human	Human		Table 2F	21.00	TVA	TVA_NM				0.25	
CLSI19	MIC		spn	Human	Human		Table 2G	39.00	TVA	TVA_NM				1	4
CLSI19	MIC		STR	Human	Human		Table 2H-1	20.00	TVA	TVA_NM				1	4
CLSI19	MIC		SVI	Human	Human		Table 2H-2	20.00	TVA	TVA_NM				1	4
CLSI19	MIC		NFR	Human	Human		Table 2B-5	6.00	TZP	TZP_NM					
CLSI19	MIC		ANA	Human	Human		Table 2J	8.00	TZP	TZP_NM				16	128
CLSI19	MIC		HA-	Human	Human		Table 2E	4.00	TZP	TZP_NM				1	2
CLSI19	MIC		pae	Human	Human		Table 2B-1	3.00	TZP	TZP_NM				16	128
CLSI19	MIC		AC-	Human	Human		Table 2B-2	5.00	TZP	TZP_NM				16	128
CLSI19	MIC		ngo	Human	Human		Table 2F		AZM	AZM_NM				1	
CLSI19	MIC		NFR	Human	Human		Table 2B-5	6.00	TZP	TZP_NM				16	128
CLSI19	MIC		STA	Human	Human		Table 2C	9.00	TZP	TZP_NM				8	16
CLSI19	MIC		ABI	Human	Human		M45 Table 1		VAN	VAN_NM				1	
CLSI19	MIC		BCS	Human	Human		M45 Table 4		VAN	VAN_NM				4	
CLSI19	MIC		COF	Human	Human		M45 Table 6		VAN	VAN_NM				2	
CLSI19	MIC		LAC	Human	Human		M45 Table 11		VAN	VAN_NM				2	16
CLSI19	MIC		sau	Human	Human		Table 2C		VAN	VAN_NM				2	16
CLSI19	MIC		snv	Human	Human		M45 Table 1		VAN	VAN_NM				1	
CLSI19	MIC		spn	Human	Human		Table 2G	25.00	VAN	VAN_NM				1	
CLSI19	MIC		STR	Human	Human		Table 2H-1	9.00	VAN	VAN_NM				1	
CLSI19	MIC		SVI	Human	Human		Table 2H-2	9.00	VAN	VAN_NM				1	
CLSI19	MIC		ENT	Human	Human		Table 2D	3.00	VAN	VAN_NM				4	32
CLSI19	MIC		STA	Human	Human		Table 2C	35.00	VAN	VAN_NM				4	32
CLSI19	DISK	30ug	EBC	Human	Human	Urine	Table 2A		CZO	CZO_ND30	14	-	15		
CLSI19	MIC		EBC	Human	Human	Urine	Table 2A		CZO	CZO_NM				16	32
CLSI19	Disk		sat	Human	Human		Table 2A		AZM	AZM_ND15	12		13		
CLSI19	MIC		sat	Human	Human		Table 2A		AZM	AZM_NM				16	32
CLSI19	Disk		SAL	Human	Human		Table 2A		PEF	PEF_ND5	23		24		
CLSI19	MIC		pro	Human	Human		Table 2J-2		VAN	VAN_NM				2	4
CLSI19	Disk	30/10	pae	Human	Human		Table 2B-1		CZT	CZT_ND30	16	17-20	21		
CLSI19	MIC		sau	Human	Human		Table 2C		ORI	ORI_NM				0.125	
CLSI19	MIC		sau	Human	Human		Table 2C		TLV	TLV_NM				0.125	
CLSI19	MIC		sau	Human	Human		Table 2C		TZD	TZD_NM				0.5	2
CLSI19	MIC		ENT	Human	Human		Table 2D		ORI	ORI_NM				0.125	
CLSI19	MIC		ENT	Human	Human		Table 2D		TLV	TLV_NM				0.125	
CLSI19	MIC		ENT	Human	Human		Table 2D		TZD	TZD_NM				0.5	
CLSI19	MIC		STR	Human	Human		Table 2H-1		ORI	ORI_NM				0.25	
CLSI19	MIC		STR	Human	Human		Table 2H-1		TLV	TLV_NM				0.125	
CLSI19	MIC		STR	Human	Human		Table 2H-1		TZD	TZD_NM				0.5	
CLSI19	MIC		SVI	Human	Human		Table 2H-2		ORI	ORI_NM				0.25	
CLSI19	MIC		SVI	Human	Human		Table 2H-2		TLV	TLV_NM				0.125	
CLSI19	MIC		SVI	Human	Human		Table 2H-2		TZD	TZD_NM				0.25	
CLSI19	MIC		SVI	Human	Human		Table 2H-2		CZT	CZT_NM				8	32
CLSI19	MIC		psd	Human	Human		Table 2C		OXA	OXA_NM				0.25	0.5
CLSI19	Disk	1ug	psd	Human	Human		Table 2C		OXA	OXA_ND1	17		18		
CLSI19	Disk		pae	Human	Human		Table 2B-1		CZA	CZA_ND30	20		21		
CLSI19	MIC		pae	Human	Human		Table 2B-1		CZA	CZA_NM				8	16
CLSI19	MIC		sau	Human	Human		Table 2C		DAL	DAL_NM				0.25	
CLSI19	Disk		ssf	Human	Human		Table 2C		OXA	OXA_ND1	17		18		
CLSI19	MIC	1ug	ssf	Human	Human		Table 2C		OXA	OXA_NM				0.25	0.5
CLSI19	MIC		bcx	Human	Human		Table 2B-3	1.00	CAZ	CAZ_NM				8	32
CLSI19	MIC		bcx	Human	Human		Table 2B-3	7.00	CHL	CHL_NM				8	32
CLSI19	DISK	30ug	bcx	Human	Human		Table 2B-3	1.00	CAZ	CAZ_ND30	17	18-20	21		
CLSI19	DISK	30ug	bcx	Human	Human		Table 2B-3	7.00	CHL	CHL_ND30					
CLSI19	DISK	5ug	bcx	Human	Human		Table 2B-3	6.00	LVX	LVX_ND5					
CLSI19	DISK	10ug	bcx	Human	Human		Table 2B-3	2.00	MEM	MEM_ND10	15	16-19	20		
CLSI19	DISK	30ug	bcx	Human	Human		Table 2B-3	3.00	MNO	MNO_ND30	14	15-18	19		
CLSI19	DISK	1.25ug/23.75ug	bcx	Human	Human		Table 2B-3	4.00	SXT	SXT_ND1_2	10	11-15	16		
CLSI19	DISK	75ug	bcx	Human	Human		Table 2B-3	5.00	TCC	TCC_ND75					
CLSI19	MIC		bcx	Human	Human		Table 2B-3	6.00	LVX	LVX_NM				2	8
CLSI19	MIC		bcx	Human	Human		Table 2B-3	2.00	MEM	MEM_NM				4	16
CLSI19	MIC		bcx	Human	Human		Table 2B-3	3.00	MNO	MNO_NM				4	16
CLSI19	MIC		bcx	Human	Human		Table 2B-3	4.00	SXT	SXT_NM				2	4
CLSI19	MIC		bcx	Human	Human		Table 2B-3	5.00	TCC	TCC_NM				16	128
EUCST19	MIC		cal	Human	Human		Candida	1.00	AMB	AMB_EM				1	2
EUCST19	MIC		cal	Human	Human		Candida	6.00	VOR	VOR_EM				0.064	0.5
EUCST19	MIC		ckr	Human	Human		Candida	12.00	ANI	ANI_EM				0.064	0.12
EUCST19	MIC		cpa	Human	Human		Candida	15.00	FLU	FLU_EM				2	8
EUCST19	MIC		cpa	Human	Human		Candida	18.00	VOR	VOR_EM				0.125	0.5
EUCST19	MIC		ctr	Human	Human		Candida	22.00	POS	POS_EM				0.064	0.12
EUCST19	MIC		afu	Human	Human		Aspergillus	26.00	POS	POS_EM				0.125	0.5
EUCST19	MIC		cal	Human	Human		Candida	4.00	MIF	MIF_EM				0.016	0.03
EUCST19	MIC		cgl	Human	Human		Candida	8.00	ANI	ANI_EM				0.064	0.12
EUCST19	MIC		ckr	Human	Human		Candida	11.00	AMB	AMB_EM				1	2
EUCST19	MIC		cpa	Human	Human		Candida	14.00	ANI	ANI_EM				0.002	8
EUCST19	MIC		ctr	Human	Human		Candida	20.00	ANI	ANI_EM				0.064	0.12
EUCST19	MIC		Gen	Human	Human		PK/PD	24.00	FLU	FLU_EM				2	8
EUCST19	MIC		afu	Human	Human		Aspergillus	27.00	VOR	VOR_EM				1	4
EUCST19	MIC		ate	Human	Human		Aspergillus	29.00	POS	POS_EM				0.125	0.5
EUCST19	MIC		cal	Human	Human		Candida	3.00	FLU	FLU_EM				2	8
EUCST19	MIC		cgl	Human	Human		Candida	7.00	AMB	AMB_EM				1	2
EUCST19	MIC		cgl	Human	Human		Candida	9.00	FLU	FLU_EM				0.002	64
EUCST19	MIC		cpa	Human	Human		Candida	13.00	AMB	AMB_EM				1	2
EUCST19	MIC		ctr	Human	Human		Candida	19.00	AMB	AMB_EM				1	2
EUCST19	MIC		ctr	Human	Human		Candida	21.00	FLU	FLU_EM				2	8
EUCST19	MIC		afu	Human	Human		Aspergillus	25.00	AMB	AMB_EM				1	4
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	1.00	AMP	AMP_ED10	13	-	14		
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	25.00	ETP	ETP_ED10	24	-	25		
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	26.00	IPM	IPM_ED10	16	17-21	22		
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	27.00	MEM	MEM_ED10	15	16-21	22		
EUCST19	Disk	30	EBC	Human	Human		Enterobacteriaceae	28.00	ATM	ATM_ED30	20	21-25	26		
EUCST19	Disk	5	EBC	Human	Human		Enterobacteriaceae	29.00	CIP	CIP_ED5	21	22-24	25		
EUCST19	Disk	5	SAL	Human	Human	Screen	Enterobacteriaceae	31.00	PEF	PEF_ED5	23	-	24		
EUCST19	Disk	5	EBC	Human	Human		Enterobacteriaceae	32.00	LVX	LVX_ED5	18	19-22	23		
EUCST19	Disk	5	EBC	Human	Human		Enterobacteriaceae	33.00	MFX	MFX_ED5	21	-	22		
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	34.00	NOR	NOR_ED10	18	19-21	22		
EUCST19	Disk	5	EBC	Human	Human		Enterobacteriaceae	35.00	OFX	OFX_ED5	21	22-23	24		
EUCST19	Disk	30	EBC	Human	Human		Enterobacteriaceae	36.00	AMK	AMK_ED30	14	15-17	18		
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	37.00	GEN	GEN_ED10	13	14-16	17		
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	38.00	NET	NET_ED10	11	12-14	15		
EUCST19	Disk	10	EBC	Human	Human		Enterobacteriaceae	39.00	TOB	TOB_ED10	13	14-16	17		
EUCST19	Disk	15	EBC	Human	Human		Enterobacteriaceae	40.00	TGC	TGC_ED15	17	-	18		
EUCST19	Disk	30	EBC	Human	Human		Enterobacteriaceae	41.00	CHL	CHL_ED30	16	-	17		
EUCST19	Disk	100	EBC	Human	Human	UTI	Enterobacteriaceae	45.00	NIT	NIT_ED100	10	-	11		
EUCST19	Disk	5	EBC	Human	Human	UTI	Enterobacteriaceae	46.00	TMP	TMP_ED5	14	15-17	18		
EUCST19	Disk	1.25ug/23.75ug	EBC	Human	Human		Enterobacteriaceae	47.00	SXT	SXT_ED1_2	10	11-13	14		
EUCST19	Disk	30	PS-	Human	Human		Pseudo	48.00	PIP	PIP_ED30	17	-	18		
